First Name,Last Name,Network Provider,Total Data (GB),Age
Justin,Davis,Sprint,5.214333488,64
Carla,Carter,T-Mobile,1.382586933,49
Sarah,Reyes,T-Mobile,3.117774175,60
Christopher,Grant,AT&T,1.63628541,76
Matthew,Gonzalez,T-Mobile,2.08557848,83
Andrew,Nichols,AT&T,1.890400115,83
Tracy,Garcia,Verizon,3.239212671,94
Jimmy,Lopez,Verizon,2.638467745,26
Arthur,Glenn,Verizon,1.859344316,88
Michele,Matthews,Verizon,0.902203191,20
Sharon,Reed,Verizon,2.912849711,46
Angel,Cook,AT&T,4.318240623,30
Steve,Figueroa,Verizon,4.180664212,32
Jason,Curry,AT&T,4.50790948,78
Amy,White,Verizon,2.45914425,33
Justin,Swanson,AT&T,3.843126447,30
Lisa,Thomas,AT&T,2.629697129,78
Melissa,Shelton,AT&T,1.685697206,33
Sherry,Elliott,T-Mobile,2.926850986,55
Linda,Sellers,AT&T,1.156925056,28
Cynthia,Wong,AT&T,0.953682004,82
Melissa,Jackson,Verizon,0.856936736,45
Laura,Stevenson,AT&T,1.729967032,40
Jessica,Cummings,AT&T,1.773475959,45
Joshua,Williams,Sprint,3.739547919,99
Jesse,Johnson,T-Mobile,3.079176472,29
Jacob,Griffin,Sprint,4.455257165,81
Charles,Montgomery,Verizon,1.121264835,43
Kristin,Reed,T-Mobile,1.350160311,37
Anna,Gregory,T-Mobile,5.217637797,20
Christopher,Ramsey,Sprint,2.799148857,40
Jennifer,Delgado,T-Mobile,4.054635892,35
Kelly,Doyle,Sprint,3.350042414,82
William,Nixon,AT&T,2.731786323,22
Tamara,Hodges,Sprint,0.799219009,95
Jose,Smith,T-Mobile,4.385754172,27
Mario,May,T-Mobile,1.106450633,57
Billy,Morris,Verizon,1.753316522,74
Leonard,Mcintosh,Verizon,3.366250283,83
Mr.,Price,Verizon,3.107865269,83
Brandon,Reese,Verizon,4.820306603,66
Vanessa,Fernandez,T-Mobile,0.984548871,95
Brent,Gibson,Verizon,3.944797164,33
Mr.,Velazquez,Sprint,3.294716778,48
Jennifer,Wiggins,AT&T,0.859659077,52
Michael,Green,T-Mobile,3.689156705,47
Stephanie,Ramirez,Verizon,3.001263683,95
Kayla,Cunningham,T-Mobile,3.251689282,23
Brandi,Harrison,Verizon,5.425960803,44
Erin,Ferguson,T-Mobile,2.50230088,63
Daniel,Jr.,Verizon,4.106260008,37
Sara,Cabrera,AT&T,3.933652147,70
Sonya,Valentine,Verizon,3.675350464,67
Mary,Foster,Sprint,4.500287627,66
Tiffany,Barker,T-Mobile,1.706346245,39
Mary,Morris,T-Mobile,4.569080215,92
Richard,Bond,Sprint,1.885134478,51
Wendy,Wood,Sprint,4.096614336,70
Wendy,Lee,AT&T,2.808298075,28
James,Howard,T-Mobile,4.256305954,49
Kimberly,Roberts,AT&T,4.513348823,25
Brittany,Ramos,T-Mobile,3.171694933,21
Annette,Shaw,T-Mobile,2.927791832,62
Ana,Webster,AT&T,4.536060093,94
Andre,Mitchell,T-Mobile,1.47748382,61
Mathew,Taylor,T-Mobile,0.846245077,52
Derrick,Chung,AT&T,2.853152644,56
Heather,Wright,Verizon,3.14301361,95
Lisa,Kennedy,AT&T,1.537830957,39
Brian,Cox,T-Mobile,2.337781704,90
Joshua,Armstrong,Sprint,1.339944917,58
Willie,Flowers,Verizon,2.345032251,75
Jason,Harris,Sprint,2.139416286,91
Amanda,Torres,Verizon,1.896124072,21
Erica,Gutierrez,Sprint,2.099696883,81
Tina,West,Verizon,3.621875422,50
Jonathan,Johnson,AT&T,2.073428358,75
Danny,Daniels,Verizon,5.070689325,87
Amanda,Young,Verizon,2.782655594,32
Nicole,Moore,Verizon,0.81456121,79
Michele,Roberts,T-Mobile,1.881983782,44
Robert,Smith,Sprint,4.285075217,81
Sally,Mueller,AT&T,1.062191656,38
Breanna,Lee,Sprint,5.425191199,57
Rachel,Howard,Sprint,2.408031551,40
Thomas,Haynes,AT&T,3.273360849,70
Kevin,Garcia,T-Mobile,5.116065243,50
Joshua,Bishop,Verizon,3.15281557,67
Kevin,Henderson,T-Mobile,5.283672049,88
Donna,Stark,T-Mobile,4.746191719,64
Samuel,Randall,Verizon,4.835504493,78
Erica,Farrell,Sprint,4.086079121,52
Catherine,Glass,Verizon,1.540239022,39
Ellen,Johnson,AT&T,2.562949065,25
John,Diaz,Verizon,1.871115272,69
Robert,Brown,Sprint,4.877733311,47
Matthew,Anderson,T-Mobile,2.033401621,72
Brandy,Mendoza,T-Mobile,1.442181471,29
Tammy,Rivers,Verizon,4.142909165,75
Shari,Craig,AT&T,2.013569195,18
Derrick,Pacheco,Sprint,3.751985062,23
David,DDS,T-Mobile,4.835413182,23
Kyle,Jordan,Verizon,3.16287654,24
Rodney,George,AT&T,3.855666712,34
Michele,Smith,AT&T,3.409478498,58
Leah,Miller,T-Mobile,3.885906657,80
Jesse,Dean,T-Mobile,1.373697148,41
Stacy,Schmidt,Sprint,2.784872751,99
George,Lopez,AT&T,0.351603136,51
Susan,Hall,Sprint,3.893314626,100
Mary,Gray,AT&T,3.393599234,28
Sharon,Murphy,AT&T,1.746817009,56
Donald,Anderson,Verizon,2.790544918,97
Ashley,Adams,T-Mobile,2.894735713,53
Robert,Dougherty,AT&T,2.025269261,99
Jessica,Hunter,Sprint,2.38444891,27
Jason,Barber,T-Mobile,4.386173415,20
Douglas,Sanders,Sprint,4.201129685,81
Allison,Mendoza,T-Mobile,2.571920216,94
Kevin,Jenkins,T-Mobile,4.177547456,83
Maxwell,Holt,AT&T,3.187386421,72
Claudia,Riley,Verizon,4.634532933,43
Jessica,Williams,AT&T,1.824134314,96
Vincent,Richards,T-Mobile,4.641020557,33
Crystal,Carter,AT&T,2.94030048,82
Craig,Miller,AT&T,3.198635265,44
Dale,Lawson,T-Mobile,4.216649073,62
Ivan,Thornton,T-Mobile,1.995518248,47
Alan,Johnson,AT&T,3.855242808,54
Benjamin,Leblanc,AT&T,2.07272668,64
Mark,West,AT&T,2.868334102,62
Scott,Mills,Sprint,3.725240735,63
Thomas,Lewis,AT&T,2.103828271,18
Dustin,Anderson,Sprint,1.182979993,90
Mr.,PhD,Verizon,4.715192809,27
Brooke,Hernandez,Sprint,5.290370895,51
Alicia,Fisher,AT&T,3.369880447,69
Robin,Ruiz,Verizon,4.47518919,84
Justin,Simon,Sprint,5.41104233,20
David,Thompson,Sprint,3.465918681,34
Christine,Woods,T-Mobile,4.637008714,28
Felicia,Harris,Verizon,2.686366438,65
Shawn,Arnold,T-Mobile,3.991341114,74
James,Todd,Verizon,1.033281346,29
Timothy,Gomez,Sprint,4.487394312,47
Lauren,Perry,T-Mobile,5.034758894,29
Erin,Alvarez,AT&T,2.439028754,56
Barbara,Burns,Sprint,3.558154276,98
Christopher,Sanchez,Verizon,4.556080004,51
Jennifer,Bender,Verizon,4.679563075,58
Nicole,Smith,T-Mobile,0.840179252,22
Patrick,Padilla,T-Mobile,5.006726728,27
Deanna,Johnson,Verizon,2.226151178,71
Jessica,Johnson,Sprint,3.880542394,93
Heather,Garza,T-Mobile,1.925526674,22
Amanda,Davis,AT&T,0.430986833,24
Jeffrey,Mccall,Verizon,1.921016177,65
Julie,Livingston,AT&T,2.393528985,55
Karen,Edwards,Verizon,4.195284089,91
Tyler,Anderson,AT&T,1.415875886,29
Scott,Roman,Sprint,4.382855039,95
Steven,Le,Verizon,5.657917254,61
Jackie,Williams,Sprint,4.285017679,44
Brent,Jennings,T-Mobile,3.026296195,28
Amanda,Lane,Verizon,3.221939069,78
Elizabeth,Garza,Sprint,0.468091855,95
Susan,Hopkins,AT&T,2.028034809,54
Joshua,Leonard,Sprint,4.996306244,90
Geoffrey,Hall,Verizon,0.51882599,69
Eric,Cox,Sprint,4.68161748,66
Jennifer,Boyle,AT&T,0.644501091,47
Emily,Porter,AT&T,1.384978145,45
Gregory,Lee,AT&T,1.266033118,55
Mr.,Peck,T-Mobile,4.71679588,40
Melissa,Mills,Verizon,2.721927074,84
Amber,DDS,AT&T,1.121405488,53
Dustin,Espinoza,T-Mobile,4.131892777,61
Mark,Lopez,AT&T,5.079081449,89
Eric,Lopez,Sprint,3.681328731,96
Sandra,Davis,Verizon,1.106249441,55
Kelsey,Huber,Sprint,0.555911978,63
Erica,Johnson,T-Mobile,4.455231755,29
Kristina,Graves,Sprint,3.088941151,18
Michael,MD,Sprint,4.820729716,77
Brenda,Maxwell,AT&T,2.905040102,30
Janice,Barry,Sprint,0.992678929,47
Walter,Donovan,AT&T,2.141531353,52
Eric,MD,AT&T,3.519775763,48
Victoria,Barnett,Verizon,2.239431598,59
Brandon,Zimmerman,T-Mobile,4.893786827,25
James,Hopkins,T-Mobile,2.063401406,38
Todd,Vazquez,T-Mobile,2.999886419,50
Jerry,Jones,AT&T,1.363108838,89
Andrew,Glenn,T-Mobile,0.907052522,61
Kyle,Alvarez,AT&T,3.327033648,91
Mary,Fisher,Verizon,3.711733095,73
Christian,Martinez,T-Mobile,0.740198949,88
Patricia,Watts,AT&T,1.903266556,28
Colleen,Jackson,T-Mobile,4.048344643,49
Valerie,Bailey,T-Mobile,4.013565942,82
Rebecca,Brewer,Verizon,1.902060956,77
Michael,Garrett,Sprint,3.984335848,20
Ashley,Miller,T-Mobile,1.948274276,64
Anthony,Gardner,Verizon,4.344971717,90
Justin,Hoover,T-Mobile,4.345617546,71
Christopher,Thompson,T-Mobile,0.852391817,98
Christopher,Howell,T-Mobile,4.213341365,90
Courtney,Murray,T-Mobile,2.585192371,71
Michael,Allen,Sprint,1.254120847,70
Angela,Padilla,Sprint,3.427577726,68
Frank,Mcneil,T-Mobile,2.279642867,18
William,Moody,T-Mobile,4.438304067,82
Brenda,Stark,Verizon,0.724451266,81
Tina,Walters,Verizon,4.001413229,37
Jessica,Pearson,AT&T,1.129753192,83
Stephanie,Pierce,Sprint,1.357625971,50
Michaela,Allen,T-Mobile,3.197044508,99
Amber,Martinez,Sprint,2.819624523,73
Alexis,Sims,Verizon,5.218276789,63
Scott,Sanchez,Sprint,3.083885567,83
Nicole,Moore,Sprint,2.222699113,36
Pamela,Anderson,T-Mobile,5.211596897,19
Blake,Klein,T-Mobile,2.147918418,40
Amber,Bruce,Verizon,1.972272192,90
Manuel,Trevino,T-Mobile,2.943222048,43
Charles,James,Verizon,4.848215722,81
John,Thomas,Verizon,3.925809594,57
Jesse,Perez,AT&T,4.290222906,83
Joshua,Jones,AT&T,4.293217069,37
Nancy,James,AT&T,3.6635497,46
John,Barker,Sprint,4.173550211,97
Timothy,Stephenson,AT&T,1.473445015,90
Gina,Smith,T-Mobile,1.552880441,63
William,Lindsey,T-Mobile,2.25977266,24
Joshua,Hanson,AT&T,4.835515852,40
Jose,Gilbert,Sprint,3.830512007,43
Thomas,Young,Verizon,3.193922151,71
Jessica,Cline,Sprint,0.98796622,59
Vanessa,Sloan,Sprint,1.516443265,81
Cameron,Anderson,Verizon,4.875182013,63
Larry,Smith,Verizon,1.397547879,47
Randy,Wolfe,Verizon,3.822460443,95
Bryan,MD,T-Mobile,1.399397036,53
Crystal,Diaz,Verizon,3.760697316,53
David,Woods,Verizon,3.802642566,44
Bryan,Howard,Sprint,3.862259936,49
Rickey,Obrien,Sprint,2.40636041,68
Meagan,Manning,AT&T,3.67309582,92
Sabrina,Ford,Sprint,2.697962453,60
Haley,Fletcher,Verizon,5.046313863,54
Joseph,Williams,T-Mobile,3.051794758,89
Kevin,Norton,Sprint,1.646301823,50
Monica,Cooley,Sprint,3.529891533,23
Angela,Underwood,Verizon,2.867599626,45
Jason,Becker,Sprint,4.329622818,79
Joseph,Dawson,Sprint,0.993084346,68
Amanda,Smith,Verizon,1.829246633,37
Lydia,Jones,Sprint,5.325462099,33
Kimberly,Kirk,T-Mobile,4.669350746,48
Samantha,DDS,AT&T,2.305443575,25
Jonathon,Brown,Sprint,0.366976536,18
Michael,Sanders,T-Mobile,2.360185807,86
Jason,Grant,Sprint,1.33120604,49
Brandy,Carter,AT&T,3.013943196,27
Linda,Lee,Verizon,1.941270551,98
Kimberly,Thompson,AT&T,4.383776015,96
Christopher,Perkins,Sprint,0.161859111,45
Jennifer,Roman,AT&T,3.740930152,41
Gerald,Jackson,AT&T,3.836094731,84
Anthony,Smith,Verizon,3.729462223,48
Ryan,Perez,Sprint,2.875833608,93
Caleb,Wilson,AT&T,3.369004144,77
Joshua,Sutton,AT&T,4.286372267,25
Beth,Ortiz,Verizon,4.261385741,89
Harold,Berry,T-Mobile,0.556411955,23
James,Clark,Sprint,0.858811522,99
Christopher,Meyer,T-Mobile,4.400005304,50
Zachary,Davis,T-Mobile,3.176017385,87
Lisa,Briggs,Verizon,5.107783785,52
Caitlin,Murphy,Verizon,2.148731075,95
Walter,Wells,Sprint,1.388704848,96
Jason,Harmon,T-Mobile,2.593529708,87
Shannon,Barnes,AT&T,2.223128197,53
Gwendolyn,Maldonado,T-Mobile,3.439393676,83
Jennifer,Smith,Verizon,4.275911479,72
Jackie,Martinez,AT&T,3.639614406,81
Julie,Morse,AT&T,1.754084568,21
Jeff,Munoz,Verizon,3.770296387,69
Bryan,Kelly,AT&T,3.741886696,59
Stephen,Lloyd,T-Mobile,3.087753598,72
Brian,Ramos,Verizon,3.906756915,91
Ryan,Brown,Sprint,3.44770568,42
Richard,Page,Verizon,3.145172658,22
Michael,Price,Sprint,3.741644546,91
Katherine,Coleman,Sprint,3.995262185,34
Sean,Smith,Verizon,1.703215846,63
David,Montgomery,Verizon,2.656697866,22
Christopher,Miller,Sprint,2.939587191,54
Shawn,Wilson,Sprint,0.432161225,60
Kayla,Young,AT&T,4.631002427,30
Randy,Blake,Verizon,2.508953753,75
David,Leonard,Verizon,1.278719778,21
Kelsey,Carroll,AT&T,2.707312948,60
Lindsey,Cruz,Verizon,1.588779184,86
Jennifer,Bailey,AT&T,3.625689976,50
Tiffany,Cruz,AT&T,2.973538878,22
Patrick,Ali,Verizon,1.871692752,50
Benjamin,Williams,T-Mobile,5.229709922,18
Michelle,Gomez,Sprint,2.080231547,86
Daniel,Harrell,Verizon,3.46235546,18
Patrick,Rivera,T-Mobile,4.218498929,21
Karen,Keller,AT&T,3.144676289,22
Samuel,Good,T-Mobile,4.885247387,21
John,Crane,Verizon,4.349499842,85
Kenneth,Griffin,Verizon,4.575859296,51
Laura,Edwards,T-Mobile,2.582430049,89
Michael,Santos,Verizon,3.199494489,99
Kimberly,Jackson,Sprint,4.350221691,55
Isabel,Schneider,T-Mobile,4.963867694,97
Jeremiah,Fitzpatrick,AT&T,4.966110847,92
Daniel,Ellis,T-Mobile,5.117812674,62
Linda,Thompson,T-Mobile,4.101663259,64
Robert,Davis,T-Mobile,0.204468655,94
Jennifer,Valencia,T-Mobile,2.533460848,97
Elizabeth,Hampton,AT&T,0.753701331,39
Chelsey,Everett,AT&T,1.479544613,55
Shannon,Compton,AT&T,1.887572127,95
Robert,Harrison,T-Mobile,0.660927628,74
Mark,Chen,Sprint,1.887403441,53
Carly,Mccoy,Sprint,4.806331661,45
Elizabeth,Fleming,AT&T,2.396274361,26
Terry,Gutierrez,Sprint,1.072935119,94
Megan,Edwards,Sprint,3.880297866,86
Robert,Munoz,Sprint,4.675212591,60
Alexa,MD,Sprint,1.577642947,62
Michelle,Flores,Sprint,1.861897281,42
Amanda,Barnes,Verizon,2.09181269,32
Christopher,Perez,AT&T,2.617436151,56
Kathryn,MD,T-Mobile,0.855291565,58
David,Thomas,Sprint,3.931650249,21
David,Dennis,Verizon,4.938695352,84
Sally,Lowe,T-Mobile,3.448393114,89
Edward,Woods,Verizon,2.608816791,85
Dana,Spencer,Sprint,1.682376299,47
Kenneth,Gomez,Sprint,2.863711823,100
Andrew,Hill,Sprint,2.804526659,31
Michelle,Lewis,Sprint,4.052605725,19
Holly,Baldwin,T-Mobile,5.45652392,45
Sean,Odom,T-Mobile,0.624403136,41
John,Myers,Verizon,4.714191665,95
Christopher,Brooks,AT&T,4.73973734,86
William,Robles,Sprint,1.013596487,100
Raymond,Garcia,Verizon,1.550443469,49
Arthur,Garcia,Verizon,2.336060297,33
Mark,Long,Verizon,3.102199373,74
Harold,Jr.,Sprint,1.166424988,53
David,Everett,Sprint,1.786397082,78
Laurie,Wells,Verizon,4.639959125,54
Kristen,Booker,Sprint,0.796873761,33
Melissa,Cameron,Verizon,2.556433664,83
Natalie,Gordon,T-Mobile,4.168510802,76
Wendy,Watson,Sprint,5.271381117,95
Sara,DVM,T-Mobile,2.02819426,38
Ricky,Patterson,AT&T,1.587818065,52
Anthony,Peterson,Sprint,4.185028836,100
Lisa,Lopez,AT&T,3.845889879,40
Nicholas,Johnson,Verizon,4.87764379,53
Suzanne,Dougherty,Sprint,0.929547937,28
Stanley,Wood,Sprint,3.626322721,54
Michele,Jones,Sprint,2.394214684,65
Gregory,Combs,AT&T,5.039662835,23
Donna,Robinson,AT&T,2.612404097,18
Joseph,Lopez,Verizon,2.782611295,81
Anne,Flores,T-Mobile,0.785230185,70
Jade,Johnson,T-Mobile,2.190293206,29
Kimberly,Barnes,AT&T,2.39239233,64
Sarah,Fleming,Sprint,1.01629929,36
Taylor,Mills,T-Mobile,3.055525364,54
Dennis,Simmons,T-Mobile,2.427020427,32
Melvin,Ray,AT&T,4.624104269,55
Jennifer,Smith,Verizon,0.687510378,55
Andrea,Williams,AT&T,3.815324558,92
April,Lynch,AT&T,4.323029779,75
Lori,Parker,Sprint,1.640203302,41
Desiree,Brown,AT&T,0.897503331,65
Tammy,Salinas,Sprint,4.947647183,62
Christopher,Ramirez,Verizon,1.865132189,50
Allen,Lucero,Sprint,0.935679454,36
Joshua,Kelley,Verizon,1.998178004,48
Jeffery,Schwartz,Verizon,2.002620483,82
Nicholas,Griffith,Verizon,2.321971575,73
Courtney,Figueroa,AT&T,5.248376024,20
Timothy,Garcia,Sprint,5.234889245,84
Whitney,Smith,T-Mobile,4.968849005,72
Sheila,Rogers,AT&T,2.085957722,82
Matthew,Pitts,Verizon,4.869268322,75
Anna,Garcia,T-Mobile,3.850178825,72
Lisa,Cook,AT&T,4.974608435,65
Cheryl,Chase,T-Mobile,2.718857859,66
Alvin,DDS,Verizon,1.633183595,94
Ronald,Becker,T-Mobile,4.647688423,94
Richard,Jr.,T-Mobile,2.670908767,69
Anthony,Sweeney,Verizon,5.61203674,61
Brenda,MD,T-Mobile,1.336260921,39
Brittany,Davis,AT&T,5.49454066,34
Nicole,Edwards,T-Mobile,1.175525405,52
William,Rodriguez,Sprint,2.612482032,99
Tyrone,Adams,AT&T,3.731925879,39
James,Ferguson,T-Mobile,4.27380093,61
Michael,Torres,Sprint,3.720337791,91
Kayla,Johnson,Sprint,2.481154881,92
Megan,Donovan,Sprint,0.916790169,67
Heidi,Gonzalez,T-Mobile,2.719096334,77
Jessica,Roberts,Verizon,2.262636585,28
Kevin,Hoover,Sprint,3.734379963,51
Amanda,Harvey,Verizon,1.079753643,87
Tiffany,Boyer,AT&T,2.677484176,70
Loretta,Morgan,Verizon,5.50589487,80
Briana,Baker,Verizon,1.419244354,19
Laura,Martinez,Verizon,3.352673408,73
Dylan,Gutierrez,Verizon,0.823306953,28
Zachary,Rose,Verizon,1.003387233,63
Matthew,Daniel,AT&T,3.157696903,48
Christopher,Bridges,AT&T,2.515254482,56
Anthony,DDS,Verizon,3.659246651,94
Matthew,Stokes,Verizon,4.401077473,97
Joshua,Williams,Sprint,4.259874747,80
Rhonda,Meyer,AT&T,4.434205847,57
Jonathan,Murray,T-Mobile,3.302106384,62
Sandra,Lang,AT&T,2.514854598,88
Lisa,Williams,T-Mobile,2.769779109,73
Kathleen,Cherry,Sprint,4.058617627,92
Meghan,Campos,Verizon,2.746820532,57
Taylor,Mckee,Sprint,0.738882184,100
Matthew,Wilson,Verizon,1.35004507,85
Lauren,Lewis,AT&T,2.15899397,27
Clinton,Williams,Verizon,0.44077996,62
Melissa,Hodges,T-Mobile,2.104673057,59
Linda,DDS,T-Mobile,3.623132016,75
Steven,Lara,Sprint,0.690104614,88
Brenda,Adams,AT&T,3.83478273,28
Valerie,Allen,T-Mobile,4.18096111,41
Eric,Davila,Sprint,1.674525888,41
Jamie,Pope,AT&T,1.817772549,79
Timothy,Downs,AT&T,0.366372777,29
Christine,Preston,Sprint,3.398628152,44
Stephanie,Holt,T-Mobile,3.338713407,26
Dennis,Bryant,T-Mobile,2.53327985,45
James,Chavez,Sprint,2.722559513,77
Daniel,Martin,T-Mobile,3.125997215,41
Laura,Wood,Sprint,4.497912191,70
Christina,Greene,T-Mobile,0.321946692,44
Leslie,Mills,T-Mobile,4.353187725,45
Julie,Trujillo,Sprint,3.833301993,68
Kelly,Shaw,Sprint,1.498147047,51
Sarah,Davis,T-Mobile,3.553559076,75
Jennifer,Banks,Sprint,0.621348142,23
Debra,Moore,T-Mobile,2.096793105,65
Mary,Giles,Verizon,1.006391543,49
Jessica,Williams,AT&T,0.532327304,64
Jamie,Cook,AT&T,2.454380389,100
Joshua,Allen,T-Mobile,3.792343153,61
Jacqueline,Whitaker,AT&T,5.25479201,38
Dorothy,Rose,T-Mobile,3.390870747,47
Vincent,Johnston,Sprint,2.427554088,68
Carol,Krause,Verizon,5.569195077,42
Daniel,Todd,AT&T,1.557154955,41
Anthony,Bryant,AT&T,1.541176152,21
Nancy,Mullins,Sprint,3.072451387,56
Jon,Turner,Verizon,3.075102455,94
Christine,Graham,Verizon,2.268286149,72
Michelle,Chapman,Verizon,4.231090819,59
Charles,Hopkins,Sprint,1.900092759,21
Robert,Wright,AT&T,2.70086097,76
Corey,Davis,AT&T,3.144591135,52
Lisa,Patterson,Verizon,4.118743917,68
Jason,Ramos,Sprint,4.580962107,32
Karen,Watkins,Sprint,3.536305523,91
Hannah,Underwood,Sprint,2.473437464,99
Mary,Gutierrez,Verizon,3.926023675,19
Kimberly,Burns,Sprint,1.533081758,95
Hayley,White,Verizon,4.859038055,65
Laura,Taylor,Verizon,4.923509823,27
Mark,Harmon,Verizon,2.493295587,44
Cheyenne,Bailey,T-Mobile,4.146612019,62
Alicia,Webb,Verizon,2.863505119,27
Kathryn,Leonard,Sprint,1.003592861,55
Holly,Morse,T-Mobile,3.638140305,76
Julia,Beck,AT&T,2.422005761,18
John,Rhodes,AT&T,5.453156104,55
Bryan,Paul,Sprint,2.41178667,60
Alec,Mann,Sprint,4.20303336,32
Jessica,Cervantes,Sprint,3.607514057,52
Olivia,Boyle,Sprint,4.332959818,25
Bradley,PhD,T-Mobile,1.98563368,79
Sara,Smith,Sprint,3.013811748,62
Yolanda,Tran,Verizon,4.323316782,75
Lori,Martin,AT&T,3.903632101,83
Sarah,James,Sprint,2.444962715,54
Raymond,Fowler,Verizon,3.237615561,55
Christine,Williams,Sprint,5.790475433,70
Gregory,Rios,Verizon,4.055188789,28
Amy,Johnson,T-Mobile,3.360380347,100
Amy,Harris,AT&T,4.721845771,70
Riley,Gordon,AT&T,2.976105222,43
Michael,Jr.,T-Mobile,4.836277013,96
Shannon,Mitchell,Verizon,3.545738952,62
Jessica,Adams,Sprint,1.694620221,46
Dean,Garcia,Verizon,0.480594437,55
Robert,Williams,AT&T,2.027865443,43
George,Lowe,T-Mobile,3.753555158,56
Karen,Martin,T-Mobile,3.964265635,100
Adam,Pineda,Verizon,4.333915398,56
Eric,Hernandez,Verizon,5.585752014,100
Kelly,Young,T-Mobile,1.274031915,40
Christina,Gregory,AT&T,3.773539752,65
Colleen,Freeman,Sprint,3.486747934,56
Yvette,Rice,Sprint,0.992295736,88
Teresa,Butler,Verizon,3.194001426,82
Sandra,Beck,T-Mobile,2.423711351,38
Cynthia,Haas,T-Mobile,1.049432265,58
Christina,Cannon,T-Mobile,0.987095112,40
Christopher,Hall,AT&T,4.460575563,76
Arthur,Gardner,Verizon,3.253178813,90
Sandra,Wells,Verizon,4.155035543,46
Keith,Palmer,Verizon,3.750309011,96
Michael,Mann,AT&T,0.77529476,78
Carlos,Allen,Verizon,0.986688672,48
Jenna,Harrison,Sprint,2.046736462,26
Ralph,Jensen,Verizon,2.854022751,63
Dana,Lowe,Verizon,4.87198819,91
Anna,Norris,Verizon,3.500219255,64
Danielle,Stanley,AT&T,1.317928061,36
Emily,Patterson,Sprint,1.245450897,94
Maria,Padilla,Sprint,4.027270345,73
Christine,Snyder,T-Mobile,4.006627182,61
Christopher,Martin,T-Mobile,4.160390246,75
Andrew,Larson,Sprint,1.650294155,57
John,Owen,Verizon,2.666527481,75
Dillon,White,Verizon,2.28954599,20
Edward,James,Verizon,4.03726114,58
Sherry,Esparza,AT&T,0.538995058,48
Daniel,Gutierrez,Verizon,1.615756993,96
Curtis,Mitchell,AT&T,3.616807777,23
Dylan,Knight,Sprint,1.54359023,55
Melissa,Bullock,Verizon,3.60285827,89
Barry,Nelson,Verizon,1.265766217,43
Tracy,Smith,T-Mobile,0.289913542,59
Jennifer,Vasquez,Sprint,4.963329085,61
Julia,Miller,Verizon,2.358852123,28
Meghan,Wang,AT&T,1.026113394,32
Chelsea,Herman,Sprint,1.479723943,48
Amanda,Jones,T-Mobile,4.827589628,80
Mary,Brooks,Sprint,3.280901962,69
Nancy,Ellis,AT&T,4.950474997,90
Lindsey,Smith,T-Mobile,4.892272927,29
Craig,Rowe,AT&T,3.865113863,19
Christine,Lawson,Sprint,2.964315878,51
Bailey,Schmitt,T-Mobile,4.847485025,57
Maria,Reid,AT&T,2.344018964,97
Bridget,Ochoa,Sprint,4.308353528,93
Brandon,Bailey,AT&T,4.582719253,82
Diana,Pearson,Verizon,3.632864106,29
Melissa,Townsend,Sprint,2.282298339,76
Julie,Mcgee,T-Mobile,3.82317623,72
Sarah,Zamora,T-Mobile,3.270830385,69
Susan,Kim,Verizon,3.251415266,59
Nancy,Curtis,AT&T,5.621952636,31
Tina,Herrera,AT&T,3.132042278,19
Darrell,Smith,T-Mobile,1.078945936,70
Joseph,Mendez,AT&T,3.962600724,78
Christina,Olson,Sprint,4.51864109,40
Jason,Thomas,Sprint,5.088242935,26
Laura,Hicks,T-Mobile,3.305436967,96
Joseph,Moody,Sprint,0.838887459,18
Taylor,Sanchez,T-Mobile,0.710069941,57
Richard,Bauer,AT&T,1.145431193,48
Morgan,Goodman,AT&T,1.191790169,97
Tamara,Ellison,AT&T,4.843104318,39
Eugene,Smith,Verizon,1.883475409,34
Meredith,Phillips,T-Mobile,2.258082996,67
Johnathan,Wright,Sprint,4.263440512,76
Anthony,Smith,AT&T,2.156247405,95
Kimberly,Bentley,Verizon,0.913766295,54
Johnathan,Joseph,Sprint,3.526161342,82
Samuel,Flores,Sprint,1.539587044,89
Jennifer,Robinson,Sprint,2.889768527,27
James,Ball,AT&T,4.113170193,29
Melinda,Willis,Sprint,5.221085195,78
Ryan,Evans,T-Mobile,0.415916723,69
Stanley,Johnson,Verizon,1.724758312,93
Mark,Jones,Sprint,3.424004305,55
Kimberly,Anderson,Sprint,2.230591321,45
James,Gardner,T-Mobile,2.515310399,26
Timothy,Perez,Sprint,0.735399878,78
Andrew,Sweeney,AT&T,4.344248137,52
Darryl,Miles,AT&T,5.095260941,52
Anthony,Buck,AT&T,5.102567415,53
Geoffrey,Contreras,Sprint,4.530093795,49
Jorge,Ortega,Verizon,0.406210607,97
Pamela,Brown,Verizon,3.224843704,88
Brittney,Thomas,Sprint,2.734698744,48
Anthony,Wiggins,Verizon,4.949509,52
Patrick,Velasquez,Verizon,4.965147345,22
Henry,Potter,Sprint,5.747514205,41
Javier,Ramos,AT&T,5.141550745,55
George,Reese,Sprint,2.770032596,92
Sierra,Jones,AT&T,4.108649193,48
Michelle,Lowe,AT&T,4.762774848,32
Rhonda,Taylor,Verizon,3.479763737,47
Peter,Glover,Verizon,4.232834968,49
Kelly,Schmidt,AT&T,5.528200863,40
Jennifer,Jennings,AT&T,3.652203972,68
Dana,Morrison,Verizon,0.849530332,48
