First Name,Last Name,Age,Upstream Data (MB),Downstream Data (MB),Total Data (GB),App Name,Network Provider,City,State,Country,Zipcode
Tara,Smith,50,68.31957446,1612.471057,1.641397101,YouTube,Verizon,Port Mark,Colorado,USA,97677
Alison,Richardson,86,582.9306769,2481.151532,2.992267782,Facebook,T-Mobile,Josephburgh,Oklahoma,USA,71297
Matthew,Campbell,92,639.3814437,872.1982677,1.476152062,YouTube,Sprint,Hoville,Missouri,USA,6059
Melissa,White,71,143.9466411,2231.404022,2.319678382,Facebook,Verizon,New Ashleeshire,Delaware,USA,94562
Johnny,Guerrero,31,478.8831278,4712.034365,5.069255364,Snapchat,Sprint,North Victoriastad,Hawaii,USA,50737
Maria,Bauer,41,312.7732138,185.6403841,0.486732029,Twitter,Sprint,North Aprilborough,Minnesota,USA,18922
John,Hunt,95,931.9925892,865.4799085,1.755344236,Snapchat,Sprint,New Andrewfort,Missouri,USA,65229
Matthew,Hutchinson,95,227.0078054,3899.626834,4.02991664,Snapchat,AT&T,West Rebekahshire,Oregon,USA,89014
Mark,Briggs,82,735.9281186,703.6825951,1.405869838,WhatsApp,Verizon,Port Nathanielchester,Kansas,USA,41294
Melissa,Reyes,74,522.9525742,1392.840453,1.870891628,WhatsApp,AT&T,Castromouth,Iowa,USA,91244
Valerie,Bullock,100,21.40580191,2301.452674,2.26841648,WhatsApp,AT&T,Nicolebury,Texas,USA,50485
Thomas,Mitchell,85,521.8285974,4718.653175,5.117657981,Twitter,Verizon,Lake Donna,Colorado,USA,42795
Brenda,MD,86,108.4774284,958.3308772,1.041804986,Twitter,Sprint,Turnerberg,Florida,USA,87700
Valerie,Griffin,77,662.4715739,4619.26874,5.157949526,Instagram,AT&T,West Nicholas,Virginia,USA,98570
Amy,Lowe,55,569.8682951,3606.696338,4.078676399,Netflix,AT&T,Port Kathleen,South Dakota,USA,74433
Adam,Roberts,80,20.32295506,3372.167313,3.312978778,Instagram,AT&T,New Dana,Oklahoma,USA,82459
Marissa,Herrera,30,212.6459013,3631.535494,3.754083394,Zoom,Sprint,Port Melissa,Tennessee,USA,19335
Nicole,Anderson,59,778.4628023,204.6707639,0.960091373,Twitter,AT&T,Davidville,South Dakota,USA,37722
Morgan,Dyer,76,283.0148882,539.5562923,0.803292168,Twitter,T-Mobile,Joanport,Maine,USA,3746
Katherine,Rodriguez,26,504.2905672,1707.465567,2.1599181,Snapchat,Verizon,New Vincentview,Montana,USA,1511
Jennifer,Armstrong,26,318.8786283,416.1392891,0.717790935,Twitter,T-Mobile,South Melissa,Maryland,USA,25316
Cynthia,Rojas,75,922.3115878,4938.569062,5.72351626,Spotify,Sprint,Jessicaburgh,Texas,USA,66871
Wendy,Soto,72,541.2112476,2923.04043,3.383058279,Zoom,AT&T,Griffinside,South Dakota,USA,57347
Daniel,Dean,20,699.2117797,2462.351172,3.08746382,Instagram,Verizon,Fernandomouth,Louisiana,USA,33967
Rodney,Gonzalez,40,92.64134365,3938.283335,3.936449882,YouTube,AT&T,Theresaside,Montana,USA,96238
Holly,Silva,99,49.93262766,4885.948074,4.820195997,Snapchat,Sprint,South Charles,California,USA,83718
Brandon,Richard,30,266.6359131,4777.8935,4.926298255,Spotify,Verizon,New Rachel,Alabama,USA,33514
Alex,Chapman,68,316.0429493,3975.67118,4.191127079,YouTube,T-Mobile,Debrafort,Oregon,USA,88690
Troy,Paul,59,690.8037358,1917.012473,2.546695516,Snapchat,Verizon,New Joshualand,Connecticut,USA,68828
Rachel,Gibson,27,573.4391977,376.4994833,0.927674493,Netflix,AT&T,South Lauraview,Mississippi,USA,7658
Lucas,Johnson,88,380.8338109,536.9660398,0.896288917,Netflix,Verizon,North Christine,Virginia,USA,23142
John,Phillips,75,657.5763093,55.70408693,0.696562887,YouTube,Sprint,Williamsonmouth,Nebraska,USA,72972
Linda,MD,98,171.9300899,59.41907396,0.225926918,Spotify,Sprint,New Johnny,Minnesota,USA,80038
Laura,Kelley,33,72.85479787,4685.287905,4.646623733,Twitter,Verizon,Morenoberg,Maine,USA,1385
Jillian,Clements,37,855.9600414,4638.733998,5.365912147,Netflix,Sprint,Alecville,Utah,USA,21497
Paul,Arnold,67,568.306667,3354.391309,3.830759742,YouTube,Sprint,North Krista,Oregon,USA,95654
Debra,DVM,47,652.6043209,3647.049785,4.198880963,Spotify,Sprint,Quinnmouth,Ohio,USA,88102
William,Werner,72,314.1698282,2590.38186,2.836476258,Snapchat,T-Mobile,Kevinbury,North Carolina,USA,24165
James,Perry,37,378.2354082,1227.319168,1.56792439,Facebook,AT&T,Lake Kimberly,Rhode Island,USA,86148
Stephanie,Weber,50,91.54377268,4576.205993,4.558349381,Snapchat,Sprint,Rowetown,Washington,USA,93385
Kara,Baker,20,858.4183059,1424.572763,2.229483466,WhatsApp,Verizon,Lindseymouth,Kansas,USA,28828
Tammy,Adkins,39,596.5150556,3711.372742,4.206921677,Twitter,Sprint,Zacharyview,Missouri,USA,36484
Megan,Lowe,24,92.79138655,1264.906639,1.325876978,Twitter,T-Mobile,Port Michaelmouth,Massachusetts,USA,70532
Mark,IV,29,806.4843037,4357.234669,5.04269431,TikTok,Verizon,South Lisa,Illinois,USA,45335
Richard,Lindsey,45,449.6742158,3273.6352,3.636044352,Spotify,AT&T,Barneston,Connecticut,USA,23062
Darrell,Lawrence,37,767.4503367,3231.340352,3.905069032,Facebook,Verizon,New Howardton,Connecticut,USA,47786
Haley,Gilmore,31,22.49366347,531.9678219,0.541466294,YouTube,Verizon,South Johnnyville,Nevada,USA,69748
Eric,Flores,35,38.4523,2126.371071,2.114085323,Instagram,Verizon,Lake Joseph,Michigan,USA,63378
Erin,Bauer,30,179.0751292,2648.297112,2.761105705,Facebook,Verizon,West Jacobfurt,Kentucky,USA,58462
Carol,Simmons,44,218.8073906,1505.479628,1.683874041,YouTube,Sprint,North Michaelmouth,Massachusetts,USA,93782
William,Rodriguez,46,766.315975,4410.824329,5.055801078,YouTube,AT&T,East Stephenview,Kansas,USA,98390
Stephen,Brown,75,709.6272224,4196.46621,4.791106868,TikTok,Sprint,North Troymouth,Pennsylvania,USA,36776
Karen,Holmes,55,619.9272379,2493.423516,3.040381596,TikTok,T-Mobile,Philliptown,Hawaii,USA,80142
Alexis,Walker,48,886.0103075,1733.154453,2.557778087,Instagram,T-Mobile,North Emily,Missouri,USA,81419
Andrew,Mills,59,254.6772958,4017.634246,4.17217924,TikTok,Verizon,East Stephenton,Maine,USA,68223
Janet,Ortiz,31,905.3608549,1024.612665,1.884739766,Instagram,Sprint,Brucemouth,Arkansas,USA,16804
Shane,Thomas,90,910.3763586,404.0057597,1.283576287,Twitter,Sprint,North Johntown,Nevada,USA,34548
Steven,Davis,49,439.9171626,276.2669061,0.699398505,YouTube,AT&T,Padillaton,Maryland,USA,47619
Julia,Rogers,62,103.4423384,241.4821414,0.336840312,WhatsApp,AT&T,Matthewhaven,Idaho,USA,85383
Scott,Chandler,64,729.2943091,2469.99885,3.124309725,Snapchat,AT&T,Elliottport,New Hampshire,USA,31845
Cathy,Douglas,71,343.5593859,1313.802499,1.618517465,Zoom,Sprint,East Kristenland,Wyoming,USA,30517
Rebecca,Tucker,78,796.9802223,3467.356851,4.164391673,Instagram,AT&T,Curtisview,Massachusetts,USA,40356
Crystal,Donaldson,55,172.0533811,3286.763292,3.377750657,YouTube,AT&T,Bartonberg,Idaho,USA,23230
Kimberly,MD,37,544.1199624,2732.999035,3.200311521,Netflix,AT&T,New Albert,Massachusetts,USA,37965
Jason,Rangel,71,512.992993,1796.574243,2.255436754,TikTok,Verizon,West Juanfurt,Nevada,USA,5219
Cynthia,Thompson,63,109.3113457,4259.758413,4.266669686,Snapchat,T-Mobile,Matthewmouth,Vermont,USA,63937
Emma,Alexander,56,369.6994974,3563.028629,3.840554811,YouTube,T-Mobile,Paulport,Maryland,USA,82294
Leroy,Nelson,75,93.90776031,1394.054314,1.453087963,YouTube,Sprint,North Melinda,Pennsylvania,USA,24643
Tyler,Fisher,59,470.0929064,2533.358878,2.933058384,Netflix,Sprint,Port Julie,Tennessee,USA,45790
Theresa,Ray,68,844.475513,823.5424837,1.628923825,Instagram,Verizon,Jeanland,Florida,USA,72046
Kevin,Howard,19,277.5027157,1677.442641,1.909126325,Twitter,T-Mobile,Port Sarah,Iowa,USA,45228
Sheri,Wilkins,98,767.2133673,4985.843905,5.618219993,Instagram,AT&T,Ryanstad,Mississippi,USA,15016
John,Gonzalez,73,191.5931415,1158.02889,1.317990265,WhatsApp,AT&T,South John,Montana,USA,93243
Kristina,Gill,47,676.9975782,3506.596661,4.085541249,Instagram,Sprint,South Gregoryport,North Dakota,USA,32041
Erica,Wells,57,916.3820259,1230.172297,2.096244456,Twitter,T-Mobile,Lake Mary,Connecticut,USA,14320
Tamara,Madden,44,330.6888008,4693.765968,4.90669411,Snapchat,Sprint,Gregoryhaven,North Dakota,USA,7362
Debra,Hughes,78,901.4075217,1585.157583,2.428286235,YouTube,Sprint,New Patrickbury,Iowa,USA,7174
Lauren,Wilson,36,510.3667173,1766.11092,2.223122692,Zoom,AT&T,North Jason,Massachusetts,USA,75706
Anthony,Payne,69,323.6370818,2989.605877,3.235588827,WhatsApp,AT&T,Davismouth,Idaho,USA,49493
Troy,Ward,65,897.5431528,2961.153267,3.768258222,Facebook,T-Mobile,Kevinberg,Maryland,USA,11281
Lindsay,Hicks,41,41.7168941,2916.428129,2.8888135,Zoom,Sprint,West Michelleland,Indiana,USA,87683
Nicole,Lopez,20,37.73866276,2887.610609,2.856786398,TikTok,Verizon,Harrisbury,Nevada,USA,81940
Curtis,Williams,42,603.8313082,1595.325124,2.147613703,Snapchat,T-Mobile,Lake Ericaside,New Mexico,USA,17619
Luis,Morales,66,798.7832102,2200.330606,2.928822086,WhatsApp,Sprint,South Markside,South Dakota,USA,6486
Brian,Martinez,73,754.0308444,2987.495544,3.653834363,Twitter,T-Mobile,Lake Brandon,Utah,USA,77323
Scott,Larson,90,88.67480832,3372.787112,3.380333907,Instagram,T-Mobile,Davisshire,Arizona,USA,82089
Laura,Mosley,69,950.7486816,1302.988617,2.200915331,TikTok,T-Mobile,North Briannatown,South Dakota,USA,64104
Heather,Peterson,36,706.0329023,3522.301555,4.129232869,Snapchat,Verizon,Davidchester,Iowa,USA,83735
Rachel,Murphy,74,949.6209332,4620.217438,5.439295284,Instagram,Verizon,North Daniel,Ohio,USA,18727
Michelle,Goodwin,72,335.8067814,3801.742132,4.04057511,Netflix,AT&T,South Nicholasmouth,New Hampshire,USA,29426
Deanna,Mccoy,23,696.9997367,466.952374,1.136671983,YouTube,AT&T,Lake Dakota,California,USA,46095
Jamie,Fisher,97,861.3393593,2372.174789,3.157728661,TikTok,Sprint,New Ebonyside,Oklahoma,USA,54543
Seth,Beck,29,386.6595809,2204.555986,2.530483952,WhatsApp,T-Mobile,Arthurport,Tennessee,USA,61455
John,Guzman,37,965.2113196,1715.691394,2.618069057,Spotify,Sprint,Port Daniel,Illinois,USA,49541
Taylor,Miller,92,272.3428633,2482.034693,2.689821832,WhatsApp,AT&T,Adamfurt,Virginia,USA,9316
Robert,Rodriguez,51,322.4574898,2226.187178,2.488910809,Instagram,Verizon,Matthewstad,Oklahoma,USA,8093
Matthew,Cabrera,39,921.1252909,80.54386198,0.978192532,YouTube,AT&T,North Jeffreyland,Iowa,USA,26188
Raymond,Blanchard,56,969.963149,1220.948627,2.139562281,Spotify,Sprint,Brandtview,New Mexico,USA,73824
Alicia,Ford,31,292.3437908,1108.221619,1.367739658,Snapchat,AT&T,Lake Kevin,New Jersey,USA,7163
Lauren,Barnett,39,145.0261392,1778.834729,1.878770379,Zoom,Sprint,Scottberg,Ohio,USA,54892
Joshua,Anderson,76,761.4648556,913.5608715,1.635767312,TikTok,Sprint,Port Jamesburgh,New Mexico,USA,92839
Richard,Jones,62,930.3686136,385.6171464,1.285142344,Facebook,Sprint,Smithland,South Carolina,USA,24356
Megan,Weaver,36,604.7065073,1023.233632,1.589785293,Spotify,Sprint,East Coreymouth,Arizona,USA,65682
Derrick,Cummings,99,638.1737649,4278.224593,4.801170271,Spotify,AT&T,Hendersonville,New York,USA,24661
Christopher,Richard,48,765.3139008,3995.344737,4.649080701,Zoom,Sprint,Macdonaldstad,Georgia,USA,17955
Michael,Parker,76,161.5539707,2238.376177,2.343681785,WhatsApp,Sprint,South Allisonton,Washington,USA,94002
Steven,Willis,28,973.7342075,4395.184418,5.243084595,Snapchat,T-Mobile,South Toddmouth,Virginia,USA,41062
Ronald,Wiggins,78,370.6860909,1201.69481,1.535528223,Zoom,Sprint,Port Amanda,New Mexico,USA,47452
Douglas,Simpson,45,631.9580217,2941.835249,3.490032491,YouTube,AT&T,Jonesburgh,South Dakota,USA,31775
Mr.,Hamilton,20,473.9298603,757.478134,1.202546869,Spotify,Sprint,New George,Missouri,USA,53773
Nancy,Camacho,18,473.49917,4175.333413,4.53987557,Zoom,Verizon,New Emilyburgh,Iowa,USA,57813
Xavier,Ward,54,705.7169284,696.3787096,1.369234021,Netflix,Verizon,Yatesview,New Hampshire,USA,65646
Paul,Perry,62,994.7156759,207.7077869,1.174241663,YouTube,Sprint,Lake Danaburgh,Rhode Island,USA,6685
Justin,Barr,51,662.469252,1403.548939,2.017595889,WhatsApp,Verizon,Sarahfort,Rhode Island,USA,9398
Susan,Adams,29,796.1185403,4509.628692,5.181393782,Zoom,Verizon,Joyceton,New Mexico,USA,61070
Karen,Jacobs,74,37.33989669,690.8125555,0.711086379,TikTok,AT&T,West Natasha,Alaska,USA,65486
Wayne,Fox,57,812.3230954,1686.81783,2.44056731,Zoom,T-Mobile,Lake Pamela,West Virginia,USA,67093
David,Gutierrez,97,306.976123,1616.254215,1.878154627,Snapchat,Verizon,North Jennifer,Ohio,USA,95612
John,Lane,59,135.4348266,4018.149057,4.056234261,Twitter,Verizon,Jameston,New Hampshire,USA,32985
Jeffrey,Sanders,96,122.2007446,2136.550729,2.205811986,TikTok,T-Mobile,South Geraldland,Montana,USA,44142
Casey,Sanchez,93,683.076066,3077.256896,3.672200158,Instagram,T-Mobile,Cristianview,North Dakota,USA,76034
Jonathan,Griffin,45,997.6406677,2051.695879,2.977867721,Netflix,Verizon,West Tracyburgh,California,USA,1878
Sabrina,Mccall,72,669.5331474,2779.712225,3.368403684,Zoom,Sprint,Port Michael,Nevada,USA,58484
Mary,Marks,93,269.7246686,359.0815839,0.614068606,Instagram,Verizon,Kevintown,Wisconsin,USA,76884
Peter,Mathis,65,211.2729113,1901.445719,2.063201787,TikTok,Sprint,North Shelby,Iowa,USA,31261
Edwin,Marks,42,530.6975283,4282.773897,4.700655689,Twitter,Sprint,West Tiffanyland,Colorado,USA,99639
Kevin,Sosa,65,74.38890636,3470.784438,3.462083344,Zoom,Sprint,Woodwardshire,Colorado,USA,45643
Antonio,Martin,44,405.3375246,4910.053769,5.19081181,Facebook,T-Mobile,Ashleyhaven,Montana,USA,91956
Kelly,Wood,31,669.572555,3950.20171,4.511498306,Instagram,Verizon,Danielmouth,Wyoming,USA,57069
Gregory,Rosales,57,967.9856531,2284.973089,3.176717521,Snapchat,Verizon,East Keith,Missouri,USA,56677
Tyler,Martin,79,431.3969133,3397.588266,3.739243339,TikTok,AT&T,Lake Kimberly,New Jersey,USA,18169
Mr.,Johnston,25,208.221701,3890.772695,4.002924215,YouTube,T-Mobile,Lozanoburgh,Ohio,USA,1294
Jill,Hanson,44,819.1887793,1384.934117,2.152463766,Zoom,AT&T,East Jonathan,Missouri,USA,60612
Aaron,Russell,84,746.7575296,347.0885585,1.06820907,Facebook,AT&T,West Lindatown,Oklahoma,USA,88818
Stephen,Esparza,20,861.1068493,2058.943977,2.851612135,YouTube,Sprint,West Michaelland,Alabama,USA,11323
Timothy,Obrien,52,222.5715403,766.1321524,0.96553095,Instagram,T-Mobile,North Felicia,Oregon,USA,49571
Thomas,Hammond,41,410.7838739,1422.343543,1.790163493,Zoom,AT&T,Rachelfurt,Massachusetts,USA,21313
Bianca,White,84,981.7388933,4736.885203,5.584593844,Spotify,Verizon,South Michaelside,Rhode Island,USA,75065
Carmen,Martinez,40,166.4618966,4243.058836,4.306172591,YouTube,AT&T,Port Theresa,Arizona,USA,39084
Ashley,Hill,45,674.736311,2982.695981,3.571711223,WhatsApp,T-Mobile,Kimberlyberg,Missouri,USA,73800
David,Edwards,80,244.8126169,2036.220697,2.227571596,TikTok,Verizon,Aprilmouth,Illinois,USA,75987
Lindsey,Giles,36,505.1574162,1358.435283,1.819914745,YouTube,Verizon,Tinatown,Nevada,USA,26304
Cynthia,Williams,90,802.5045493,2878.718485,3.594944369,Zoom,Verizon,Craigfurt,Iowa,USA,62741
Jennifer,Foster,54,493.700192,2689.143236,3.108245535,YouTube,Sprint,New Ericstad,Hawaii,USA,73331
Susan,Malone,40,807.4268764,3914.865001,4.611613162,Instagram,Verizon,North Sydneyton,New Jersey,USA,70977
Amanda,Smith,75,432.0715564,4643.699934,4.956808096,Instagram,Sprint,Millershire,Rhode Island,USA,29883
Gregory,Webb,47,999.3594006,1678.239642,2.614842815,Netflix,Sprint,New Cesarborough,Louisiana,USA,22035
Joshua,Mullins,56,441.4699519,1071.170698,1.477188135,YouTube,AT&T,New William,Wisconsin,USA,98267
John,Mueller,35,157.8856839,2043.858099,2.150140413,Snapchat,AT&T,Port Melissa,New Jersey,USA,11790
Jason,Porter,59,407.8508205,2215.829447,2.562187761,Spotify,Verizon,New Sarah,Alaska,USA,67660
Mr.,Olson,69,745.1672528,247.3579329,0.969262877,WhatsApp,T-Mobile,Jeremyshire,Hawaii,USA,89075
Richard,MD,82,849.4583802,4315.397834,5.043804897,Zoom,Verizon,East Anthony,North Carolina,USA,55081
Wanda,Mclean,86,465.5022662,4978.182076,5.316097991,Facebook,AT&T,Osbornhaven,North Carolina,USA,94382
Emily,Rodriguez,18,598.5320726,4619.883029,5.096108498,Snapchat,Verizon,East Brendabury,Mississippi,USA,98988
Stephanie,Perez,19,846.4411671,4310.291648,5.03587189,Twitter,AT&T,Lake Nancy,New York,USA,54930
Jill,Andrews,24,815.4107182,4963.371502,5.643342012,Twitter,Verizon,Perezside,Tennessee,USA,65769
Cameron,Tran,82,661.1466663,4543.651738,5.082810942,Instagram,T-Mobile,Terriside,Nebraska,USA,72445
Stephanie,Davis,74,816.8768332,3457.419723,4.17411773,Twitter,Verizon,East Dawnshire,Massachusetts,USA,37852
Scott,Harrison,88,580.1516508,875.4454114,1.421481506,Zoom,T-Mobile,West Grace,Mississippi,USA,47490
Anthony,Holder,61,14.60168724,823.9331105,0.818881638,YouTube,T-Mobile,Lyonsfurt,Vermont,USA,50083
Misty,Leon,64,50.85411656,291.4597455,0.334290881,Spotify,Verizon,Simpsonview,Oregon,USA,35383
Anthony,Taylor,56,980.0103152,2088.562793,2.996653426,Twitter,T-Mobile,New Jacob,Nevada,USA,48802
Toni,Ryan,66,153.5421216,4053.679182,4.108614554,Netflix,T-Mobile,West Gary,New Hampshire,USA,63148
Jessica,Clark,54,410.4712447,2476.964927,2.819761886,WhatsApp,AT&T,Leachmouth,Wisconsin,USA,82918
Scott,MD,49,934.4731623,1863.292443,2.732192974,Facebook,AT&T,Port Sandraland,Vermont,USA,89376
Melanie,Vang,87,203.0890899,590.7175278,0.775201775,YouTube,T-Mobile,East Jacobton,Oregon,USA,49056
Gregg,Hanson,84,845.353431,306.17888,1.124543272,TikTok,Sprint,Port Angelafurt,West Virginia,USA,28852
David,Jacobs,51,820.0848925,2025.93676,2.77931802,Instagram,Verizon,Jacquelinefort,South Carolina,USA,35946
Taylor,Shaffer,54,986.466358,544.6306319,1.495211904,Instagram,T-Mobile,Grimesmouth,Michigan,USA,69818
Andrea,Woods,66,288.8650153,562.5634551,0.831473116,Zoom,Verizon,West Paulmouth,Ohio,USA,96410
John,Martin,70,322.1721018,2006.974704,2.274557427,Snapchat,AT&T,Port Amanda,Massachusetts,USA,2484
Nicole,Pratt,43,903.849221,2539.07511,3.362230792,Twitter,Verizon,Kyliemouth,Illinois,USA,58872
Eric,Delgado,40,241.7382686,974.0802905,1.187322812,YouTube,T-Mobile,Barryhaven,Idaho,USA,71259
Gregory,Velasquez,78,552.4219474,3438.946647,3.897820893,Facebook,T-Mobile,Palmerborough,Maryland,USA,16311
Meghan,Schroeder,62,710.2715096,2122.525403,2.766403235,TikTok,T-Mobile,New Mario,Maryland,USA,57263
Dawn,Taylor,47,279.1654028,505.0165618,0.7658027,Netflix,T-Mobile,North Kennethtown,North Dakota,USA,94555
Rachel,Harvey,87,939.028816,3203.318917,4.045261458,Facebook,Sprint,Landrychester,New York,USA,82991
Bruce,Martinez,63,669.0405726,1816.876853,2.427653735,Spotify,Sprint,Aprilfort,Maine,USA,37419
Vincent,Clements,24,56.66791519,308.9913115,0.357089089,Netflix,Sprint,West Jeffreymouth,Oregon,USA,24751
Ryan,Wiley,86,144.3801559,4742.508819,4.772352515,Twitter,T-Mobile,East Ericbury,Texas,USA,93338
Henry,Simmons,68,198.8737544,2877.424938,3.004197941,TikTok,Sprint,Leehaven,Texas,USA,68407
Cory,Kelly,40,252.5077904,2414.715827,2.604710564,TikTok,Verizon,Ericshire,Tennessee,USA,94651
Gregory,Morrow,42,733.3705963,4302.730105,4.918067091,Facebook,T-Mobile,Ericmouth,Tennessee,USA,7453
Gary,Williams,79,98.04589231,4686.865125,4.672764665,TikTok,AT&T,East Jesusberg,Indiana,USA,41023
Arthur,Mullen,66,357.0887256,1140.593247,1.462580052,Zoom,T-Mobile,Port Christopher,Kansas,USA,37381
Tammy,Jones,55,912.2694901,4060.215283,4.855942162,WhatsApp,Verizon,Stantonstad,Louisiana,USA,60949
Erica,Mullins,76,561.1010095,4163.845638,4.61420571,Zoom,Sprint,Lake Sabrinafort,Montana,USA,94040
Cody,Sims,43,272.8415982,319.2938337,0.578257258,Facebook,T-Mobile,Courtneymouth,Vermont,USA,55195
Shelly,Diaz,64,957.4857335,3574.12337,4.425399515,TikTok,Sprint,West Kevinton,Michigan,USA,10433
Corey,Kim,24,251.872733,361.6910149,0.599183348,TikTok,T-Mobile,Torresfurt,Utah,USA,25662
Karen,Murphy,98,906.0486251,2993.63257,3.808282417,Spotify,Verizon,West Nicole,Louisiana,USA,83394
Vincent,Wright,69,728.5119769,3362.722047,3.995345726,TikTok,T-Mobile,East Renee,Washington,USA,84604
Amy,Murphy,65,743.1158266,1866.940507,2.548883139,YouTube,Sprint,South Justinton,Idaho,USA,73763
Kevin,Williams,31,767.2899252,4409.898108,5.055847689,Facebook,Sprint,West Ashleyfurt,Texas,USA,21867
Christopher,Johnson,42,511.5036189,4012.532949,4.418004461,Netflix,Verizon,North Jodyland,Louisiana,USA,1259
Julie,Everett,27,816.4329387,4633.500582,5.322200704,Spotify,T-Mobile,East Dawnland,Pennsylvania,USA,48768
Sandra,Martinez,85,837.8311668,1608.703157,2.389193675,Spotify,AT&T,South Kathyborough,Kentucky,USA,94204
Vanessa,Anderson,42,366.8818545,156.5626103,0.511176235,Netflix,T-Mobile,West Tanya,Illinois,USA,81297
Melissa,Rodgers,84,406.341073,4066.733272,4.368236665,Snapchat,Verizon,Johnmouth,Montana,USA,17258
Max,Wagner,49,889.8691514,1153.737912,1.995710023,Twitter,AT&T,East Danieltown,Delaware,USA,8918
Sharon,Clarke,24,529.4819678,2362.422401,2.82412536,WhatsApp,Verizon,Loriville,Nebraska,USA,81912
Joel,Peterson,88,868.274061,4095.739801,4.847669787,YouTube,T-Mobile,East Debraview,Michigan,USA,24266
Jenna,King,18,630.5017671,1119.869134,1.709346584,Instagram,AT&T,Barkershire,North Carolina,USA,91814
Scott,Marquez,47,597.6320792,1593.948376,2.140215288,Twitter,Verizon,Shepardberg,Alaska,USA,45742
Melanie,Morris,49,40.67114375,2223.445932,2.211051832,Twitter,Sprint,East Tony,Maine,USA,69896
Gina,Dalton,48,285.1154539,1395.533008,1.641258264,Spotify,AT&T,Floresburgh,South Carolina,USA,91332
Mrs.,DVM,32,507.0370704,2333.541044,2.774002065,TikTok,AT&T,Port Derrick,South Carolina,USA,25238
Daniel,Walker,31,591.4440004,97.50339025,0.672800186,Zoom,Verizon,Santosmouth,Hawaii,USA,25225
Tamara,Payne,85,634.1301837,1100.330465,1.693809227,Netflix,Sprint,Davisburgh,Arizona,USA,29563
Morgan,Walker,29,719.0605968,4171.13913,4.775585671,Netflix,AT&T,Port Michelleport,Colorado,USA,52663
Angela,Garcia,51,659.671098,2096.735695,2.691803508,Twitter,Verizon,East Ronaldfurt,Pennsylvania,USA,58577
Samantha,Davis,79,850.0909403,3200.20855,3.955370596,Twitter,AT&T,West Arthurstad,Georgia,USA,88840
William,Herring,27,302.5156395,1199.825242,1.467129767,TikTok,AT&T,North Joseph,Maine,USA,3205
Thomas,Blankenship,84,645.1542858,3266.899389,3.820364917,Twitter,AT&T,Kingport,Ohio,USA,90457
Diane,Garcia,40,60.64791905,4999.870645,4.94191266,Netflix,Sprint,New Tylerfurt,South Dakota,USA,17750
Suzanne,Jones,30,485.3881765,2996.673815,3.400451164,Facebook,T-Mobile,Markside,Utah,USA,38729
Aaron,Benitez,53,275.3526363,3160.374885,3.355202658,Twitter,T-Mobile,New Jasonton,Alabama,USA,49766
Dave,Villarreal,49,387.0782768,602.0231311,0.965919344,WhatsApp,Sprint,Perryland,Kansas,USA,65608
Candice,Rodriguez,76,361.1161242,2046.738285,2.351420321,Facebook,Sprint,Lake Elizabeth,Louisiana,USA,22477
Brian,Lopez,84,69.82637038,4310.588247,4.27774865,TikTok,Verizon,New Carolynport,Hawaii,USA,81589
Stacey,Hardin,23,471.9793427,4179.64627,4.542603137,Spotify,AT&T,West Colleen,Utah,USA,66805
Jeffrey,Young,92,994.6829951,2635.875596,3.545467374,Snapchat,Sprint,North Jose,New Mexico,USA,32170
Jon,Jones,60,305.9466963,4522.098041,4.714887439,Twitter,Verizon,Jeffreyshire,Mississippi,USA,6979
Madeline,Mcbride,31,738.784512,757.5382401,1.461252688,TikTok,T-Mobile,Nathanielview,Illinois,USA,9724
Dawn,Flores,96,552.3104516,3308.037553,3.769871098,Zoom,T-Mobile,Matthewton,Washington,USA,8883
Teresa,Terry,20,331.9730475,1281.973704,1.576119874,Spotify,T-Mobile,East Christopher,Massachusetts,USA,98712
Dennis,Nichols,47,98.71098979,3245.528955,3.265859321,Zoom,T-Mobile,Catherineville,Wyoming,USA,75278
Megan,Holmes,84,223.6993218,482.6284611,0.689773225,Zoom,Verizon,Joelchester,Florida,USA,98266
Robert,Miller,49,784.0350041,4720.865021,5.375878931,Instagram,AT&T,South Tarafurt,New York,USA,62871
Rebecca,Burch,60,286.2299756,3942.343596,4.129466379,TikTok,Verizon,Port Hannahton,North Carolina,USA,75900
Leslie,Green,41,152.8594576,1044.759746,1.169550004,TikTok,AT&T,Lake Martin,Illinois,USA,23369
Steven,Cook,22,337.9853571,3204.519014,3.459476925,WhatsApp,T-Mobile,Lopezfort,Ohio,USA,73591
Jeffery,Berger,67,588.2025227,3807.770921,4.292942816,Instagram,Sprint,Williamborough,Washington,USA,81121
Elizabeth,Brennan,74,706.4285326,1086.756818,1.751157569,Snapchat,Sprint,Hughesstad,Florida,USA,35493
David,White,33,393.4911886,511.9850232,0.884254113,Instagram,Sprint,Baileyton,Kentucky,USA,28355
Andrew,Young,30,503.1656855,1791.309842,2.240698758,Snapchat,AT&T,Lake Charleneview,Pennsylvania,USA,38929
Brittany,Dixon,67,460.3675251,721.9839889,1.15464015,Facebook,T-Mobile,Chelseahaven,Louisiana,USA,25195
Tammy,Romero,74,18.91331642,2850.27294,2.801939704,Spotify,Verizon,New Michael,Minnesota,USA,76296
Meghan,Macias,52,401.6444701,2149.368802,2.491223899,Twitter,Sprint,West Garyborough,New Hampshire,USA,53169
