First Name,Last Name,Upstream Data (MB),Downstream Data (MB),App Name,Timestamp
Albert,Moore,1.46,128.46,Snapchat,2023-12-13 05:10:59
Desiree,Key,45.55,66.81,Twitter,2024-01-20 22:50:38
Christopher,Glover,39.59,405.5,Facebook,2023-09-02 15:03:16
Thomas,Kaiser,76.2,323.51,Facebook,2024-04-03 00:51:10
Brittany,Allen,46.11,384.75,Twitter,2024-05-05 20:47:07
James,Le,87.55,275.71,Facebook,2024-04-18 04:14:39
Susan,Manning,31.44,191.88,Instagram,2024-05-26 08:19:00
Kenneth,Olson,17.74,349.82,Instagram,2024-03-02 21:31:31
Thomas,King,6.77,325.65,WhatsApp,2024-04-04 19:40:34
Corey,Johnson,2.01,287.26,Twitter,2023-06-22 23:17:43
Lee,Mason,26.5,288.24,Snapchat,2023-07-27 04:49:10
Dana,Morales,70.95,252.37,WhatsApp,2024-03-17 16:38:47
David,Garcia,32.52,196.13,TikTok,2024-02-20 10:53:31
Hailey,Benton,24.13,457.31,Instagram,2023-06-06 16:35:16
Sarah,Evans,58.42,127.7,WhatsApp,2023-08-17 12:09:08
Janice,Peck,49.42,273.02,Twitter,2023-11-16 04:46:13
Miguel,Hughes,74.34,410.5,TikTok,2024-02-29 22:57:55
Scott,Stevens,5.19,268.11,Facebook,2023-08-26 18:30:37
Ryan,Lee,33.64,325.05,Snapchat,2024-01-05 00:14:44
Steven,Lee,57.33,436.06,Twitter,2023-08-09 09:04:26
Lynn,Klein,4.83,371.82,Twitter,2023-07-13 16:18:46
Frances,Hobbs,84.98,422.97,Twitter,2024-03-20 20:08:10
Yvonne,Mendoza,92.75,63.51,Snapchat,2023-07-08 16:39:22
Jesus,Moore,74.13,276.39,Snapchat,2024-01-03 03:38:57
Michael,Crane,56.86,423.79,TikTok,2024-01-26 08:43:29
Lisa,Decker,68.7,408.29,YouTube,2023-10-18 12:35:55
Natalie,Clark,87.89,40.85,WhatsApp,2023-07-25 16:43:54
Emily,Schroeder,70.69,9.78,YouTube,2024-01-12 14:45:05
Dennis,Hernandez,41.17,354.14,Twitter,2023-07-17 22:46:11
Lauren,Owen,78.13,486.33,WhatsApp,2023-06-10 11:23:04
Anthony,Bond,1.11,389.52,Twitter,2023-11-08 14:28:50
Keith,Moore,63.28,292.87,WhatsApp,2023-12-28 05:20:23
Heidi,Martin,50.63,323.34,Twitter,2024-02-22 23:39:43
Tracy,Dominguez,56.54,79.83,Facebook,2024-03-12 23:41:23
Emily,Smith,62.16,296.44,YouTube,2024-02-21 04:47:04
Stephen,Powell,26.98,223.1,Snapchat,2024-05-09 20:06:53
Kelsey,Monroe,57.56,382.51,Snapchat,2023-11-07 21:54:14
Ronald,Gray,3.92,295.94,Twitter,2024-03-12 06:00:17
Bobby,Rivas,40.64,125.66,YouTube,2023-10-04 11:01:15
Aaron,Gray,54.02,73.7,Snapchat,2024-01-19 22:19:53
Ashley,Ramirez,70.53,82.3,YouTube,2024-02-04 01:31:28
Louis,Benjamin,33.92,337.04,Snapchat,2023-06-03 03:00:46
Raymond,Hanson,6.11,81.89,YouTube,2023-08-07 03:11:31
Richard,Gutierrez,28.37,283.81,WhatsApp,2023-06-12 10:02:24
Dennis,Callahan,91.13,448.75,WhatsApp,2024-01-14 04:22:07
Ricardo,Johnson,28.24,31.1,WhatsApp,2023-07-04 07:59:54
Theodore,Maldonado,97.29,114.17,Instagram,2024-02-19 11:07:17
Christian,Pearson,69.79,333.69,Facebook,2023-10-20 12:30:15
Charles,Phillips,40.63,419.47,Instagram,2024-01-15 02:36:41
Sierra,Williamson,4.38,266.59,Instagram,2023-10-30 05:34:16
Katie,Harris,59.86,138.86,Facebook,2023-06-10 08:18:01
Keith,Hamilton,98.7,359.03,TikTok,2023-11-16 11:38:05
Corey,Turner,42.79,366.79,Facebook,2024-04-14 23:55:52
Nicholas,Lane,14.0,49.87,YouTube,2024-05-01 02:50:08
John,Baird,37.23,228.42,WhatsApp,2023-11-26 22:34:42
Mark,Ramsey,3.47,251.14,Twitter,2023-07-26 21:12:11
Connor,Holmes,50.76,210.47,TikTok,2023-11-06 09:01:33
Leslie,Hutchinson,55.19,206.78,Instagram,2023-10-05 22:45:17
Juan,Perry,32.74,361.62,YouTube,2023-09-19 12:17:02
Claire,Bray,56.7,345.33,YouTube,2023-07-09 13:58:25
John,Brown,85.83,272.53,TikTok,2024-02-19 00:33:43
Raymond,Rivera,37.4,199.66,WhatsApp,2023-11-30 02:23:31
David,Miller,1.78,467.83,TikTok,2023-06-23 18:26:03
Wesley,Wilson,90.19,159.13,TikTok,2024-03-15 10:09:48
Christine,Martin,45.43,423.62,TikTok,2024-04-12 22:09:44
Daniel,Thompson,97.97,468.17,Snapchat,2023-12-01 17:26:01
Mary,Brandt,95.8,258.74,Facebook,2023-11-04 17:05:13
Christina,Jensen,79.4,171.96,Facebook,2024-02-22 16:01:44
Janice,Blake,44.75,322.87,Facebook,2023-11-20 14:29:01
Edward,Pierce,20.78,360.01,Twitter,2024-05-08 10:05:29
Caroline,Diaz,45.59,296.53,Facebook,2024-05-07 21:47:37
Michele,Graves,94.42,470.44,Twitter,2023-07-01 20:12:45
Alexandra,Butler,8.72,321.79,Twitter,2024-01-27 18:34:08
Richard,Williams,76.16,402.42,Twitter,2024-05-20 06:20:55
Shannon,Porter,97.14,138.92,Facebook,2023-10-13 07:34:55
Michael,Peterson,59.29,106.11,YouTube,2023-07-19 07:28:01
Noah,Rojas,35.14,103.64,TikTok,2024-03-20 13:59:33
David,Harper,76.33,49.68,WhatsApp,2024-05-22 16:42:45
Sharon,Black,61.07,101.34,TikTok,2024-01-18 03:58:50
Jared,Hernandez,2.04,297.38,Instagram,2024-05-07 17:40:20
Ryan,Snyder,7.7,229.55,Instagram,2023-06-02 15:40:54
Jonathan,Bass,66.57,2.78,WhatsApp,2023-10-28 10:53:51
Michael,Logan,57.69,163.74,Instagram,2023-10-18 13:11:26
Daniel,Potter,33.12,269.42,TikTok,2023-06-14 04:36:57
Jessica,Jenkins,79.02,176.74,Facebook,2023-07-09 08:40:22
Andrew,Vazquez,2.58,310.56,Snapchat,2024-01-24 18:58:07
Tracy,Mayer,73.94,177.06,TikTok,2023-10-28 20:16:48
Benjamin,Wilson,57.28,174.1,Facebook,2023-09-27 23:52:48
Bruce,Hinton,25.55,144.36,TikTok,2023-07-22 11:02:53
Lori,Cox,60.96,458.31,Instagram,2023-09-13 00:07:40
Kendra,Bishop,77.59,256.44,Instagram,2024-03-29 08:05:10
Paul,Jackson,35.36,272.41,TikTok,2023-11-24 04:08:17
Christopher,Gonzalez,62.64,174.61,WhatsApp,2024-04-08 22:23:47
Kelsey,Wilson,14.29,0.52,Facebook,2023-12-06 16:35:12
Kimberly,Perry,21.11,80.27,YouTube,2023-11-08 00:58:27
Stephen,Alvarez,98.24,284.0,WhatsApp,2024-05-18 10:40:27
Sheila,Young,54.12,444.45,Snapchat,2023-08-11 21:35:29
Lori,Obrien,56.35,371.98,Snapchat,2023-12-01 00:46:51
Evan,Green,22.48,352.25,Twitter,2024-04-14 16:29:02
Sabrina,Sutton,80.95,497.1,WhatsApp,2023-07-13 11:38:39
Marisa,Manning,94.12,180.44,YouTube,2023-09-18 21:03:49
Anthony,Cook,25.33,40.35,YouTube,2024-02-02 12:40:34
Jamie,Mccormick,96.92,424.7,Instagram,2024-03-22 21:34:11
Pamela,White,24.74,139.39,Instagram,2023-09-28 09:19:40
Emily,Santos,10.38,169.33,Instagram,2024-03-10 05:08:15
Deanna,Atkins,36.36,42.85,Snapchat,2023-08-31 20:41:22
Katie,Taylor,94.86,216.13,Facebook,2023-08-15 23:59:09
Kristina,Mccarthy,3.25,128.91,Snapchat,2024-04-27 20:13:21
Lisa,Carey,34.19,467.76,Snapchat,2023-11-09 11:33:21
Michelle,Garcia,91.99,106.99,WhatsApp,2023-06-14 14:55:24
Brooke,Singh,3.47,277.33,Facebook,2023-07-06 05:35:43
Gabriella,Shaw,5.73,247.26,Snapchat,2023-09-30 12:53:06
Lynn,Farrell,91.0,201.63,Instagram,2023-08-16 03:25:11
Charles,Shelton,26.69,288.97,TikTok,2023-08-28 20:53:06
Oscar,Rodriguez,7.15,443.65,Twitter,2024-03-11 02:04:11
Michelle,English,68.58,137.94,Instagram,2023-07-21 14:01:46
Steven,Reese,25.18,358.36,Facebook,2024-02-10 02:45:28
Mark,Patton,12.8,153.59,TikTok,2024-03-08 18:52:24
Margaret,Harris,99.79,389.51,Facebook,2023-10-07 22:44:34
Alison,Johnson,95.94,194.11,WhatsApp,2023-08-21 05:34:05
Laura,Moran,40.46,2.77,Snapchat,2024-05-13 02:25:01
Don,Snyder,69.31,475.72,Instagram,2023-09-07 16:04:46
Raven,Hendricks,48.83,41.63,Snapchat,2023-09-22 18:44:57
Christina,Martinez,24.47,377.25,WhatsApp,2023-06-30 05:19:28
Vicki,Nelson,30.8,306.99,YouTube,2023-11-03 04:52:36
Daniel,Brown,26.79,41.0,Instagram,2023-11-29 23:46:43
Jordan,Reynolds,55.02,226.03,WhatsApp,2023-08-09 23:54:38
Mike,Faulkner,11.06,367.22,TikTok,2024-04-20 11:58:11
Nicole,Sanchez,24.71,464.16,WhatsApp,2024-02-10 15:19:45
Willie,Herring,96.64,391.77,YouTube,2024-04-05 15:06:38
Crystal,West,76.99,134.86,Snapchat,2023-10-19 19:50:43
Sharon,Garrett,84.04,124.06,Twitter,2024-03-09 20:34:14
Carolyn,Gutierrez,27.0,277.25,TikTok,2023-12-29 12:48:18
Eric,Rosales,41.34,225.54,YouTube,2024-04-25 00:19:53
Monica,Macias,34.57,78.19,Instagram,2024-01-21 09:41:46
Karen,Roy,27.94,465.34,Snapchat,2023-12-09 19:46:39
Dana,Warner,94.55,488.02,YouTube,2023-09-19 20:56:56
Kimberly,Williams,12.47,281.77,YouTube,2023-07-15 09:50:47
Shari,Holt,76.39,124.4,YouTube,2024-04-19 00:24:46
Christopher,Wong,28.73,336.58,WhatsApp,2024-03-10 11:18:52
Brian,Bennett,90.23,495.53,Snapchat,2023-09-19 23:00:08
Richard,Martinez,21.19,206.75,Snapchat,2023-08-04 18:58:50
Christopher,Nelson,80.8,39.36,WhatsApp,2024-01-02 00:29:53
Kiara,Simpson,77.62,110.81,TikTok,2024-03-21 21:21:55
Scott,Cruz,90.39,390.51,Snapchat,2023-08-24 18:32:24
Michael,Wells,94.28,213.33,TikTok,2024-05-22 04:54:58
Rebecca,Morgan,52.93,337.49,YouTube,2024-01-31 19:43:26
Brooke,Cox,53.68,293.32,Snapchat,2023-07-26 08:46:12
Brenda,Stanley,88.21,374.26,Twitter,2024-03-04 08:00:14
James,Reed,28.44,398.94,Twitter,2023-11-08 22:24:13
Jeremy,Poole,55.42,364.79,Snapchat,2024-01-28 10:21:44
Patricia,Ellis,30.45,370.45,TikTok,2023-10-23 11:03:17
Nicholas,Peterson,3.63,377.21,Instagram,2023-09-25 18:27:56
Miguel,Frederick,76.84,2.61,WhatsApp,2023-08-08 07:46:14
Jessica,Kelly,66.28,374.66,YouTube,2024-02-20 01:53:47
Kathryn,Harris,69.46,301.36,WhatsApp,2023-07-22 06:48:17
Regina,Young,18.71,228.53,Facebook,2023-10-19 09:39:53
Michelle,Phillips,15.28,216.9,WhatsApp,2024-02-08 18:25:05
Adam,House,3.75,438.17,Instagram,2023-09-12 02:00:53
Steven,Roberts,51.29,468.48,Snapchat,2023-09-19 14:07:51
Thomas,Lynch,45.26,244.95,Instagram,2023-06-13 10:01:04
Robert,Farrell,84.44,308.64,Facebook,2023-11-08 08:15:47
Heather,King,61.52,419.66,Instagram,2023-10-24 14:59:20
John,Davis,76.31,193.22,Facebook,2024-05-11 09:58:27
Linda,Yates,52.3,143.74,Facebook,2024-05-24 09:50:06
Miranda,Smith,1.57,192.74,Snapchat,2023-07-31 16:35:36
Marie,Nelson,53.81,451.83,Twitter,2023-10-29 04:29:44
Juan,Williams,38.05,301.12,YouTube,2023-12-08 13:44:49
Mary,Hayden,27.43,225.27,YouTube,2023-10-19 15:21:06
Mason,Torres,33.93,470.09,Twitter,2023-10-12 11:46:51
Jeremiah,Brown,49.17,141.52,Snapchat,2024-04-20 00:19:51
Brianna,Floyd,93.4,70.32,WhatsApp,2023-12-08 03:50:59
Karl,Nguyen,28.94,443.65,WhatsApp,2024-02-14 20:28:30
Sandy,Harris,17.34,361.63,YouTube,2023-12-08 22:27:28
Steven,Nash,46.86,330.33,Instagram,2024-01-16 23:37:36
Charles,Rojas,16.49,42.87,Facebook,2023-06-02 21:50:44
Christine,Lucas,2.98,457.52,Twitter,2023-11-25 20:47:18
Sarah,Carter,48.97,447.29,Twitter,2023-11-26 06:31:39
Kevin,Chen,91.92,74.24,Facebook,2024-03-31 15:06:48
Juan,Diaz,47.95,120.51,Instagram,2024-04-08 00:41:11
Kenneth,Ayala,83.87,475.37,YouTube,2023-11-19 15:35:05
Elizabeth,Wood,45.28,71.29,Snapchat,2024-02-04 13:56:02
Kimberly,Black,15.16,216.78,Twitter,2024-02-07 02:32:44
Donald,Rivas,0.6,34.53,TikTok,2023-06-10 00:04:43
Eric,Stein,72.19,66.62,TikTok,2023-06-05 06:55:41
Jessica,Hogan,74.13,350.84,Facebook,2023-07-16 02:33:57
Jerry,Ryan,55.17,164.41,Snapchat,2024-02-19 01:58:45
Cheryl,David,84.21,190.82,TikTok,2023-11-25 20:06:24
Deborah,Wells,69.18,469.99,WhatsApp,2024-03-04 02:07:34
Alyssa,Barnes,88.79,48.49,WhatsApp,2024-04-02 09:38:09
Joyce,Baker,72.88,67.5,WhatsApp,2023-07-19 03:04:09
Candace,Hartman,48.65,11.7,WhatsApp,2023-11-13 06:51:14
Audrey,Dennis,62.69,456.13,Instagram,2023-11-20 22:04:41
Alexis,Young,80.73,3.97,Instagram,2024-04-18 15:29:39
Martha,Johnson,66.05,305.33,Facebook,2023-10-31 17:26:34
Amy,Weeks,60.77,358.58,YouTube,2023-06-12 02:27:55
Bailey,Hayes,14.17,244.79,Snapchat,2024-03-13 04:36:24
Michael,Porter,56.97,154.39,Facebook,2024-02-28 08:58:11
Kristin,Vargas,8.08,102.83,YouTube,2024-03-16 01:40:20
Melanie,Willis,55.84,452.26,Twitter,2024-04-15 17:21:26
Amy,Lang,95.3,102.34,WhatsApp,2023-10-15 22:08:49
Benjamin,Casey,57.54,457.2,YouTube,2024-04-22 05:02:44
Katherine,Mccoy,64.12,485.07,Twitter,2024-04-27 08:09:26
Curtis,Collins,21.21,77.13,Facebook,2024-01-30 01:36:06
Todd,Weiss,73.44,414.51,YouTube,2023-11-07 19:22:43
Greg,Reid,95.18,425.3,Snapchat,2024-05-25 23:04:53
Angela,Carey,1.37,368.98,Facebook,2024-05-19 04:26:26
Maureen,Mcdaniel,23.76,408.84,TikTok,2024-05-26 08:13:04
Joseph,Huynh,57.34,450.55,Instagram,2024-01-26 12:07:25
Frank,Martin,85.6,304.28,YouTube,2023-10-18 18:07:22
Kara,Cummings,17.35,436.52,WhatsApp,2023-08-21 01:03:48
Derek,Welch,62.58,208.89,Facebook,2024-03-27 11:38:16
Phillip,Lopez,87.36,436.21,Snapchat,2023-07-15 11:26:56
Philip,Smith,29.64,408.93,Instagram,2023-09-15 01:21:59
David,Brock,16.19,368.98,Twitter,2023-11-03 23:59:08
Bradley,White,91.77,39.74,Twitter,2023-11-21 10:15:56
Theresa,Duncan,61.75,197.0,YouTube,2024-04-25 06:51:56
Tammy,Patterson,85.51,333.57,YouTube,2023-09-29 14:45:16
Bruce,Arnold,26.02,465.47,Instagram,2023-11-27 21:02:21
Amy,Ayala,8.17,130.84,Facebook,2023-08-01 08:29:50
John,Butler,38.24,461.63,TikTok,2024-03-24 00:59:28
Michelle,Ortiz,23.76,185.23,TikTok,2023-09-11 21:22:00
Denise,Perry,1.28,238.8,Twitter,2023-09-01 14:54:01
Karen,Torres,65.95,489.85,WhatsApp,2024-04-16 03:01:26
Bethany,Walker,75.9,38.4,YouTube,2023-06-22 03:06:57
Teresa,Baker,68.22,121.38,Instagram,2024-02-23 02:09:43
Christina,Warren,96.06,225.98,Snapchat,2023-06-24 17:53:20
Ana,Foster,84.41,480.56,WhatsApp,2024-04-26 07:36:01
David,Williams,48.16,460.47,Twitter,2024-04-06 03:27:37
Julie,Good,1.18,88.7,Instagram,2023-08-01 03:19:38
David,Moore,53.28,97.31,Facebook,2024-04-15 02:46:12
Zoe,Smith,78.82,176.32,Snapchat,2024-04-27 02:04:08
Jesus,Ramirez,97.51,334.02,Snapchat,2023-09-28 01:29:34
Tyler,Walsh,49.16,256.24,Twitter,2023-11-09 07:20:36
Natalie,Bryant,79.9,299.18,Snapchat,2023-09-10 17:38:52
Christina,Anderson,34.14,408.21,YouTube,2023-09-08 13:08:05
Heather,Smith,12.73,268.24,Twitter,2024-04-13 08:20:45
Jillian,Lewis,77.83,299.38,Instagram,2024-04-10 10:39:03
Carolyn,Allen,38.6,335.11,Snapchat,2023-06-17 15:59:03
Rachael,Reed,67.04,336.32,TikTok,2024-04-30 23:45:44
Robert,Gibson,41.42,391.85,Instagram,2024-01-01 00:44:58
Bryan,Aguilar,69.66,328.7,TikTok,2023-07-26 10:54:16
Amanda,Hunter,52.91,262.91,TikTok,2024-03-18 22:05:56
David,Fowler,72.78,257.37,Snapchat,2023-07-22 15:31:12
Kimberly,Gutierrez,7.73,468.32,Instagram,2023-06-03 12:18:59
Jeremiah,Brown,56.03,125.41,Snapchat,2023-08-10 03:50:55
Ariel,Alvarado,3.1,148.58,Facebook,2023-09-28 14:33:02
April,Livingston,15.17,126.04,TikTok,2023-10-01 05:56:41
Donald,Pacheco,90.38,452.18,Instagram,2024-02-29 07:30:19
Jane,Bates,33.41,378.83,TikTok,2023-06-09 08:43:04
Loretta,Robinson,13.06,3.68,WhatsApp,2024-02-02 04:34:25
Desiree,Brewer,16.63,318.45,Twitter,2024-04-14 09:08:14
Michael,Lane,67.33,186.44,WhatsApp,2023-07-31 14:51:15
Patrick,Shelton,72.12,65.6,YouTube,2023-08-10 21:23:30
Juan,Galvan,55.57,328.21,Facebook,2023-12-28 06:20:41
Richard,Reed,49.59,301.5,TikTok,2024-04-02 14:11:37
William,Gates,74.88,261.96,YouTube,2023-07-07 03:54:36
Ashley,Callahan,64.96,391.3,Facebook,2023-08-30 11:13:18
Olivia,Weaver,77.22,326.39,Twitter,2023-10-06 18:55:16
Robert,Anderson,78.41,257.71,YouTube,2023-12-01 10:04:28
Steven,Gallegos,91.07,475.38,YouTube,2023-09-11 20:43:12
Jeffery,Wise,44.3,337.66,Snapchat,2023-12-17 23:44:58
Sarah,Dougherty,48.97,200.46,Instagram,2023-07-15 19:05:17
Kelly,Waters,92.54,395.98,TikTok,2023-08-16 05:49:20
Joe,Wong,33.88,107.2,YouTube,2024-04-24 06:33:53
Crystal,Perkins,85.67,26.55,Instagram,2023-06-10 14:34:57
Matthew,Montes,18.2,155.3,WhatsApp,2023-12-15 22:48:35
Alison,Dixon,83.62,108.15,WhatsApp,2023-06-19 13:56:38
Ethan,Kennedy,37.53,400.5,YouTube,2023-08-22 02:31:32
Mark,Brown,22.71,206.47,Instagram,2023-06-02 19:18:04
David,Cortez,36.33,15.99,Facebook,2024-01-17 07:21:14
Natalie,Mason,97.56,399.18,WhatsApp,2023-07-13 09:23:55
Taylor,Bautista,59.32,467.27,Instagram,2024-03-06 07:30:37
Elizabeth,Jones,47.15,319.57,WhatsApp,2024-05-01 06:12:14
Cynthia,Walker,92.74,477.84,WhatsApp,2023-09-22 01:13:50
Whitney,Williams,75.14,204.89,YouTube,2024-03-03 15:46:43
Joshua,Figueroa,66.91,71.24,Snapchat,2023-06-07 17:34:10
Catherine,Weaver,81.54,474.61,YouTube,2023-07-10 19:24:20
Darin,Sanders,50.74,324.38,YouTube,2024-02-29 20:30:13
Anthony,Houston,69.46,273.93,Twitter,2024-03-29 17:09:59
Regina,Turner,3.68,260.99,WhatsApp,2024-05-12 18:01:58
John,Collier,45.86,443.64,Snapchat,2024-02-26 13:36:40
Julia,Parker,99.39,170.48,Twitter,2023-08-13 07:32:44
Julia,Baldwin,18.57,374.75,Instagram,2024-02-28 00:19:49
Christine,Madden,34.01,106.35,YouTube,2023-07-07 07:42:40
Derek,Banks,94.3,498.93,WhatsApp,2023-07-18 04:29:45
Mia,Brooks,95.19,95.72,Instagram,2024-04-13 18:50:10
Sara,Chavez,6.8,226.8,Snapchat,2023-09-21 07:49:35
Yvonne,Mata,52.61,335.11,WhatsApp,2024-04-10 18:23:17
Brittany,Hall,13.14,137.74,Instagram,2023-08-01 01:24:59
Christopher,Johnson,16.31,201.69,Instagram,2023-09-17 01:44:56
Michelle,Ponce,63.18,161.32,Snapchat,2023-11-25 05:53:31
Timothy,Burke,13.91,273.9,Instagram,2023-09-23 22:54:04
David,Cummings,31.5,6.66,WhatsApp,2023-11-07 08:29:18
Andrew,Lewis,99.33,312.25,Snapchat,2024-03-24 21:38:43
Kyle,Ray,88.78,424.89,TikTok,2024-03-06 20:48:51
Donna,Stephens,79.48,381.1,TikTok,2023-07-03 05:42:56
Raymond,Torres,2.26,470.96,Snapchat,2023-06-12 20:58:46
Nancy,Taylor,60.92,270.85,TikTok,2023-11-16 00:16:50
Charles,Douglas,12.76,338.74,YouTube,2023-08-21 04:30:03
Carrie,Burton,39.11,36.39,Instagram,2024-02-17 15:44:48
Elizabeth,Brown,51.78,187.96,TikTok,2024-03-03 14:15:15
Taylor,Miller,96.45,407.5,Snapchat,2023-12-28 10:22:20
Jennifer,Torres,55.4,301.41,WhatsApp,2023-11-12 09:54:03
Anthony,West,1.46,175.79,Facebook,2023-08-15 08:56:12
David,Salazar,92.02,20.24,Instagram,2024-04-16 00:38:08
Christopher,Mills,70.39,294.0,Snapchat,2023-07-26 13:27:25
Michael,James,30.77,109.22,WhatsApp,2023-10-17 23:44:34
Kimberly,Ellis,77.11,440.72,TikTok,2023-11-21 10:57:34
Ryan,Davis,43.57,181.68,Twitter,2023-10-15 10:54:18
Wendy,Davis,46.88,194.51,TikTok,2023-11-07 23:10:53
Gary,Vazquez,33.77,150.61,Twitter,2023-10-15 17:20:19
Lauren,Fuller,76.8,111.34,Twitter,2023-07-30 07:50:58
Dawn,Jones,34.42,18.31,TikTok,2023-08-08 17:37:53
Katrina,Johnson,96.33,262.29,WhatsApp,2024-04-06 12:40:20
Denise,Fields,81.76,435.09,WhatsApp,2023-10-20 02:09:57
Scott,Gordon,43.77,389.8,Instagram,2023-05-31 17:32:39
Stephanie,Bartlett,38.56,345.53,Instagram,2023-06-13 15:18:54
Kevin,Harvey,87.93,158.57,WhatsApp,2023-07-24 07:08:42
Scott,Simmons,14.36,3.42,WhatsApp,2023-10-10 06:54:35
Grace,Roberts,6.89,205.29,Snapchat,2023-06-27 23:50:08
Wesley,Barnes,12.94,385.05,WhatsApp,2024-04-13 01:31:01
Julie,David,0.15,279.32,Snapchat,2024-01-27 06:38:35
Daniel,Cook,76.94,440.89,Instagram,2024-02-24 04:46:55
John,Pratt,38.53,499.45,TikTok,2024-03-11 20:56:41
Cynthia,Norton,48.22,122.6,Facebook,2024-01-03 20:55:31
Philip,Gomez,38.95,439.13,YouTube,2023-10-02 11:51:08
Jason,Long,91.51,100.04,WhatsApp,2023-11-30 12:12:14
Anthony,Stone,65.12,189.75,WhatsApp,2024-04-24 05:16:50
Shari,Watkins,12.19,282.43,Instagram,2023-09-30 04:56:27
Larry,Gonzalez,4.35,306.0,Twitter,2024-01-09 12:39:50
Keith,Jones,26.91,293.55,WhatsApp,2024-05-16 14:06:18
Jonathan,Nelson,35.72,261.49,Twitter,2023-11-05 22:03:05
David,Williams,0.54,496.56,Twitter,2024-02-26 13:27:07
Anita,Hebert,73.25,390.48,TikTok,2023-11-21 11:13:44
Thomas,Rocha,9.66,287.95,Twitter,2023-09-19 18:56:45
Robert,Hoover,66.49,40.49,Facebook,2024-05-24 22:52:50
Phyllis,Collins,72.33,176.23,TikTok,2023-07-02 21:21:17
Lindsay,Wilson,62.32,482.69,WhatsApp,2023-10-07 02:49:56
Harold,Small,76.92,290.75,YouTube,2024-01-03 23:12:52
Matthew,Kim,36.48,495.65,Facebook,2023-10-11 10:02:58
Shawn,Kaufman,42.94,154.92,Instagram,2023-10-18 05:02:51
Timothy,Gutierrez,67.22,138.88,Instagram,2024-03-18 09:33:01
Tracy,Michael,52.18,291.95,WhatsApp,2023-08-28 17:01:44
Caroline,Joseph,45.33,432.0,TikTok,2024-04-06 13:48:58
Mark,Smith,49.58,319.75,YouTube,2023-08-19 04:08:29
Tammy,Armstrong,93.22,137.12,Facebook,2023-08-08 15:57:33
Ashlee,Johnson,12.18,271.31,WhatsApp,2023-10-18 22:37:28
Christina,Franco,73.95,153.01,TikTok,2023-10-27 03:40:47
Debra,Durham,28.53,219.51,Snapchat,2024-01-23 03:08:13
Rose,Miller,65.79,467.79,YouTube,2023-07-19 17:07:23
Sherry,Jensen,41.85,453.7,Twitter,2023-12-20 22:09:30
Maria,Chavez,94.66,263.37,Twitter,2024-05-08 16:40:03
Walter,Christian,22.47,475.21,Snapchat,2024-04-16 07:17:56
Peter,Hamilton,60.19,142.62,YouTube,2023-12-10 19:58:17
Michael,Banks,3.55,433.58,Twitter,2023-10-04 05:38:08
Megan,Nichols,46.97,55.46,Instagram,2023-11-29 00:10:00
Tanner,Bailey,65.88,334.29,Twitter,2023-08-08 11:38:41
Jared,Chavez,25.84,128.94,YouTube,2023-10-23 01:29:22
Trevor,Martinez,25.35,372.5,YouTube,2024-03-02 13:54:59
Austin,Hensley,30.85,324.65,YouTube,2023-10-17 11:05:52
Daniel,Baker,29.08,42.6,Snapchat,2024-01-10 11:27:10
Alison,Harrison,45.48,76.99,Twitter,2024-03-03 11:18:53
Donald,Prince,42.6,331.23,YouTube,2023-08-08 08:32:59
Paul,Wood,60.59,498.12,Instagram,2024-01-22 08:05:58
Krista,White,17.16,48.83,Snapchat,2024-04-12 01:52:18
Julian,Barnes,20.62,327.69,YouTube,2023-10-23 17:32:08
Heather,Sanchez,8.57,407.95,TikTok,2024-02-25 04:58:56
Julia,Santos,49.83,140.11,YouTube,2024-01-19 22:19:35
Hayley,Jenkins,34.19,269.73,YouTube,2024-02-21 03:39:25
Nathaniel,Rodriguez,1.94,111.66,YouTube,2023-11-22 15:17:44
Michael,Keith,91.18,7.07,Facebook,2024-03-05 07:31:53
Phillip,Smith,61.78,252.68,WhatsApp,2023-10-28 14:30:13
Mark,Ferguson,22.78,370.14,Facebook,2023-07-01 15:37:01
Anna,Hamilton,11.97,439.19,TikTok,2023-10-08 20:15:37
Amy,Everett,90.15,336.13,WhatsApp,2024-04-23 01:16:32
Aaron,Adkins,68.53,198.68,WhatsApp,2024-03-04 19:54:41
Laura,Washington,88.63,306.41,YouTube,2023-10-15 08:35:55
Brandi,Pittman,36.17,401.19,Facebook,2024-02-14 00:46:49
Christopher,Schultz,21.87,312.07,WhatsApp,2023-11-23 13:32:39
Jason,Robinson,79.73,91.36,Twitter,2023-08-30 19:57:31
Allison,Rojas,10.02,215.51,Twitter,2023-07-01 03:43:21
Brittany,Fuentes,92.99,449.84,Instagram,2023-07-04 11:30:29
James,Aguirre,9.1,440.28,TikTok,2023-06-09 01:30:43
Chad,Washington,86.94,17.07,Snapchat,2024-05-09 05:21:51
Jessica,Lewis,12.15,286.73,Facebook,2023-07-16 16:59:46
Megan,Carpenter,1.79,291.24,WhatsApp,2023-07-29 03:32:44
Deborah,Pitts,42.52,265.98,WhatsApp,2024-01-19 13:08:52
Bridget,Gonzalez,44.04,129.77,TikTok,2024-02-06 15:21:05
Laura,Barrett,19.24,78.49,Twitter,2023-11-09 23:46:05
Michael,Pearson,28.21,228.89,Snapchat,2023-07-13 02:18:09
