First Name,Last Name,Network Provider,Total Data (GB),Age,Upstream Data (MB),Downstream Data (MB),App Name,Timestamp,City,State,Country,Zip code
Vanessa,Johnson,T-Mobile,2.927119,89,67.18,263.29,TikTok,2024-04-03 19:07:48,Lake Ryan,Oklahoma,Albania,45209
Vickie,Galvan,Sprint,2.424381,29,27.49,455.55,TikTok,2023-08-10 17:54:43,Cunninghamshire,Michigan,Gambia,2114
Cynthia,Hanson,AT&T,5.239129,67,94.0,323.62,Instagram,2023-06-14 14:35:27,Floreschester,Texas,Saint Kitts and Nevis,20871
Rhonda,Ayers,Verizon,8.187566,37,0.57,382.72,WhatsApp,2024-04-13 06:32:44,Lake Steveborough,Louisiana,Togo,9828
Alicia,Davidson,Verizon,9.269555,39,68.34,276.7,TikTok,2024-01-08 04:22:40,Sandovalview,Alabama,Spain,22487
Sydney,Page,Verizon,6.700452,49,64.71,138.63,TikTok,2024-02-01 23:04:51,East Jillmouth,Nebraska,Marshall Islands,45232
Crystal,Stark,Sprint,5.134263,38,70.83,1.09,Snapchat,2023-09-16 13:41:23,Thompsonport,Vermont,Martinique,1661
Stephanie,Murphy,Sprint,5.754394,94,31.73,197.2,YouTube,2024-01-06 02:50:02,Josephberg,Pennsylvania,Belize,80736
Steve,Byrd,AT&T,7.433076,38,72.02,349.52,Instagram,2023-11-09 16:56:06,North Tracy,Wisconsin,Solomon Islands,63087
Ebony,Adkins,Verizon,2.943324,60,19.15,383.49,Twitter,2024-01-27 18:58:11,East Dale,Washington,Puerto Rico,74408
Gary,Miller,T-Mobile,7.15223,79,12.19,269.28,YouTube,2024-02-23 05:08:21,Port Nancyport,Oklahoma,Rwanda,42012
Angelica,Barker,Sprint,8.424241,46,43.54,15.35,YouTube,2024-01-26 10:59:01,Julieborough,Alabama,France,44787
Casey,Allen,Sprint,7.667776,100,62.28,252.7,WhatsApp,2024-02-13 10:52:16,Johnhaven,Oregon,Belarus,41111
Steve,Kelly,Sprint,1.036826,76,32.28,223.16,TikTok,2024-01-13 16:49:25,Mooreton,Washington,Grenada,7025
Donald,Lara,Sprint,1.330014,86,21.92,57.45,Snapchat,2023-09-17 10:33:36,Kelseyfort,Alabama,Burkina Faso,29846
Nicholas,Woods,T-Mobile,3.484149,25,1.3,216.29,Instagram,2024-02-08 16:49:59,Kochstad,Pennsylvania,Belgium,36929
Joseph,Stone,Sprint,2.158158,65,15.93,322.55,WhatsApp,2023-06-30 17:13:29,Dixonbury,Kentucky,Antarctica (the territory South of 60 deg S),38923
Brooke,Mckenzie,T-Mobile,7.94513,67,2.56,409.31,Snapchat,2024-01-17 21:59:58,East Colin,Montana,Mongolia,59310
Kristen,Peters,T-Mobile,2.303481,18,61.19,151.47,Instagram,2023-09-04 14:53:08,Jeffreyside,Michigan,Kiribati,6534
Nancy,Nguyen,AT&T,8.258183,98,58.13,435.21,TikTok,2023-12-12 13:57:59,Livingstonville,Mississippi,Vanuatu,25064
Diane,Harris,Sprint,8.833687,81,15.77,397.89,Twitter,2023-10-19 17:12:11,South Phillip,Missouri,Togo,64390
Cole,Williams,T-Mobile,8.210989,54,69.45,292.9,Snapchat,2023-09-13 01:27:15,Camposfort,South Dakota,Spain,34132
Annette,Dennis,AT&T,8.15916,52,23.97,94.04,YouTube,2023-11-11 10:39:34,Port Rebecca,California,Guam,45016
Annette,Reed,Verizon,8.579327,62,2.63,302.72,WhatsApp,2023-11-17 10:13:16,Smithton,North Carolina,Iran,96324
John,Price,T-Mobile,7.699007,32,68.0,240.58,Twitter,2023-12-26 15:06:49,Port Meganborough,Kansas,Peru,99366
Edward,Parker,AT&T,7.721171,81,91.22,103.51,YouTube,2024-04-18 07:56:14,New Tyler,Delaware,Saint Martin,92352
Andrew,Williams,Verizon,0.912939,86,94.2,460.92,Instagram,2023-07-11 21:06:52,Angelaberg,Colorado,Austria,50932
Richard,Sullivan,AT&T,5.375596,22,97.7,213.41,Facebook,2023-08-15 02:55:50,New Barry,Nevada,Antarctica (the territory South of 60 deg S),39683
Amber,Rodriguez,T-Mobile,6.121992,50,32.0,440.73,Instagram,2024-04-04 20:21:15,Port Lauren,Connecticut,Palau,28506
Alexis,Steele,Verizon,9.226416,73,69.52,90.26,YouTube,2024-05-12 05:28:08,Clarkberg,Washington,Guadeloupe,98062
Keith,Thomas,Verizon,6.967391,69,64.98,185.01,Instagram,2024-03-22 06:15:54,Port Adrian,West Virginia,Kenya,36333
Yvonne,Smith,AT&T,8.724251,33,53.04,334.71,WhatsApp,2023-11-26 12:42:38,Brendaland,Ohio,Sierra Leone,60685
Wayne,Thomas,Sprint,6.454852,34,1.74,82.58,TikTok,2023-08-22 21:36:14,West Davidmouth,Wisconsin,Iceland,98700
Carol,Johnson,Sprint,6.381002,42,55.14,346.05,TikTok,2023-08-13 00:30:18,South Craigfurt,Indiana,Lithuania,93817
Laura,Becker,Sprint,8.635964,18,15.43,29.42,Instagram,2024-01-08 12:44:41,South Ralphville,North Carolina,Italy,80932
Renee,Bridges,AT&T,4.668406,57,61.71,165.01,Snapchat,2023-09-27 23:17:16,South Michelle,Delaware,Peru,42323
Benjamin,Nelson,Sprint,4.984375,57,21.87,364.08,Facebook,2024-01-01 02:33:12,New John,Idaho,Senegal,97836
Matthew,Jones,T-Mobile,6.730524,52,38.32,34.1,Facebook,2024-03-05 06:17:58,New Thomasbury,Texas,Russian Federation,40097
Daniel,Baker,Verizon,1.891574,41,94.55,205.12,Snapchat,2023-11-05 22:46:28,North Carrieview,Illinois,Portugal,41380
Jacob,Francis,Verizon,5.350343,79,79.7,410.05,WhatsApp,2024-01-06 04:20:18,Sampsonbury,Ohio,Jordan,28853
Michelle,Rogers,AT&T,2.749762,44,8.43,363.75,Twitter,2023-07-29 06:03:10,East Leslie,Connecticut,Myanmar,20442
Michael,Wheeler,T-Mobile,9.637211,46,14.57,245.15,TikTok,2023-12-03 11:08:55,Wrightberg,Washington,Andorra,28577
Emily,Rivera,Verizon,2.561499,97,0.56,211.28,Twitter,2023-06-17 18:13:28,North Derrickberg,West Virginia,Bosnia and Herzegovina,71786
Cole,Delgado,AT&T,9.055582,30,54.64,265.91,Twitter,2023-07-23 16:50:19,Youngmouth,Oregon,Namibia,78375
Michele,Doyle,Sprint,9.50411,79,84.86,14.63,WhatsApp,2023-10-03 03:55:07,Jennifermouth,Missouri,Philippines,17555
Kathleen,Miller,T-Mobile,7.857824,70,36.35,170.16,Snapchat,2023-08-15 03:08:11,Lake Steven,Wisconsin,Cote d'Ivoire,80667
Chad,Mosley,Verizon,4.517446,35,66.3,1.32,Snapchat,2024-04-14 20:02:10,West Jonathanborough,Ohio,Botswana,27435
Sherri,Moody,AT&T,6.450422,42,18.36,291.08,TikTok,2023-09-13 01:21:07,Crawfordburgh,Maryland,Spain,10267
Tanner,Gray,T-Mobile,7.537879,37,76.27,374.64,Twitter,2024-02-22 09:16:18,South Bonnie,Colorado,Pitcairn Islands,95743
Dean,Taylor,T-Mobile,4.685792,30,33.2,352.97,WhatsApp,2023-07-05 10:29:34,Hoodmouth,Arizona,France,8507
Brittany,Jackson,Verizon,8.752955,65,4.6,116.81,Snapchat,2024-01-29 02:26:13,East Caleb,Vermont,Uzbekistan,62601
Margaret,Moore,T-Mobile,1.224948,96,27.82,296.78,TikTok,2024-04-03 13:00:51,East Eric,Ohio,Lebanon,23347
Anthony,Cruz,T-Mobile,3.863307,81,96.28,417.01,Instagram,2023-08-08 18:29:38,Port Caitlinport,Mississippi,Spain,75288
Amber,Ray,AT&T,7.198688,44,15.54,440.17,YouTube,2024-05-19 12:58:57,Lake Blake,Oklahoma,Cyprus,16828
Aaron,Johnson,T-Mobile,7.872431,39,71.68,257.13,Instagram,2023-05-30 07:10:27,South Davidbury,Kansas,Morocco,23466
Michelle,Miller,Sprint,4.747538,84,65.2,210.71,TikTok,2023-09-03 02:06:04,Millsfurt,Oklahoma,Guernsey,97723
Sandra,Miller,Sprint,4.647542,30,21.26,100.2,WhatsApp,2023-07-18 17:58:41,Sarahburgh,Arkansas,Turks and Caicos Islands,91496
Kelly,Robinson,T-Mobile,9.839994,44,25.61,18.23,Facebook,2024-02-28 11:33:33,Christinetown,Vermont,Honduras,68349
Eduardo,Thompson,Verizon,9.55301,83,79.94,389.49,Instagram,2023-09-02 09:01:49,Lake Margaretville,Texas,Tajikistan,94300
John,Lee,AT&T,9.192505,23,78.72,390.75,YouTube,2023-07-28 21:34:37,New Amber,Arizona,Antarctica (the territory South of 60 deg S),16778
Richard,Gutierrez,T-Mobile,8.949088,75,28.6,195.05,Twitter,2024-02-07 20:22:48,West Justinmouth,Oregon,Lesotho,67214
Michael,Smith,Sprint,9.612756,71,85.97,10.88,WhatsApp,2024-03-05 23:19:20,South Danny,Oklahoma,Montenegro,51963
Jennifer,Nolan,Verizon,3.314707,20,80.98,46.56,TikTok,2024-02-19 10:31:47,South Ericland,Maine,Nicaragua,84331
April,Burns,Sprint,2.116138,39,13.05,375.1,Snapchat,2023-12-14 07:37:24,South Hannahshire,Colorado,Tunisia,66414
Linda,Lambert,Verizon,5.160494,59,26.26,98.96,Snapchat,2023-09-13 15:11:45,New Emilystad,South Dakota,San Marino,37326
Ryan,Leblanc,Verizon,5.132985,64,47.27,283.2,TikTok,2024-04-07 01:52:05,Taylormouth,Illinois,Uzbekistan,41625
Alexis,Orr,Sprint,4.838356,44,14.1,320.63,TikTok,2023-06-11 12:15:41,Lake Robertton,South Carolina,Somalia,47502
Phillip,Moore,AT&T,5.880969,96,26.91,327.7,YouTube,2023-07-15 04:22:36,Lopezchester,Utah,Maldives,68814
Teresa,Cortez,T-Mobile,2.076759,25,53.85,483.88,WhatsApp,2024-01-06 21:16:19,Michaelmouth,Connecticut,Cambodia,61521
Nancy,Rodriguez,Verizon,4.588406,28,50.22,54.52,Facebook,2024-05-20 23:41:17,East Carol,Wyoming,India,63270
Eric,Saunders,T-Mobile,3.897771,25,86.76,186.85,Instagram,2023-10-21 20:38:13,Irwinland,Massachusetts,Macao,91532
Joseph,Henry,AT&T,9.000273,27,19.78,222.79,YouTube,2023-09-02 17:09:38,Williamsbury,California,Nepal,26275
Gloria,Vasquez,Sprint,7.577214,71,35.07,21.31,TikTok,2023-12-11 21:51:08,Simpsonland,Vermont,Cayman Islands,61507
Felicia,Wilson,Verizon,4.900816,55,9.3,136.29,Snapchat,2024-01-31 11:57:21,New Travis,South Carolina,Cameroon,90183
Bryan,Mckinney,AT&T,7.081906,82,34.94,7.93,YouTube,2023-07-11 05:10:17,Joannburgh,Michigan,Tajikistan,24344
Christina,Norton,Sprint,5.329317,74,55.9,392.67,Twitter,2023-09-10 00:27:02,East Curtisshire,Missouri,Saudi Arabia,19266
Ryan,Garcia,T-Mobile,8.668351,97,2.31,373.29,Snapchat,2024-05-13 23:15:39,Courtneyland,Tennessee,Ghana,14882
Chelsea,Richardson,T-Mobile,8.274581,69,36.02,336.75,WhatsApp,2024-05-17 09:40:46,North Mariaborough,Idaho,Moldova,38457
Laura,Roberson,T-Mobile,2.421539,79,85.3,252.5,Snapchat,2023-07-16 15:20:13,Cynthiaburgh,New Jersey,Jamaica,46300
Amanda,Griffin,Sprint,9.016821,41,61.06,3.59,Instagram,2024-01-06 12:37:08,Hollybury,Louisiana,Kenya,45651
Christina,Macdonald,Verizon,9.976921,51,77.74,259.46,WhatsApp,2023-06-08 05:48:41,Carrtown,Oklahoma,Bhutan,3661
Tom,Hernandez,Sprint,3.985663,22,30.09,320.96,Snapchat,2024-03-31 13:47:50,Martinezborough,Alabama,Jamaica,66922
Bethany,Watson,Sprint,4.319874,60,91.48,309.62,Snapchat,2024-01-01 19:51:20,Lake Martinberg,Wyoming,Slovakia (Slovak Republic),93845
William,Lewis,AT&T,2.505342,41,53.2,295.43,Snapchat,2023-12-20 12:34:14,South Jamesfort,Oregon,Lithuania,69406
David,Valdez,Verizon,2.00852,53,5.81,244.86,Twitter,2023-07-12 02:17:25,Maxshire,Arizona,Jersey,92653
Matthew,Howell,Sprint,7.649858,49,94.27,323.4,Instagram,2023-08-29 05:50:12,South Graceview,Arkansas,Nauru,13988
Gregory,Nichols,Sprint,4.173541,35,26.29,345.0,TikTok,2024-01-07 14:19:12,Justinside,New Jersey,Cyprus,33661
Cesar,Adams,Sprint,2.624246,49,63.74,330.03,TikTok,2023-09-11 22:49:19,Port Shelley,Vermont,Nauru,74241
John,Hudson,T-Mobile,1.114082,46,37.69,333.23,Instagram,2024-01-14 06:47:03,Petersenborough,New Jersey,Netherlands Antilles,77209
Paul,Ewing,Verizon,9.64632,21,4.19,202.46,WhatsApp,2024-02-08 08:18:48,Port Coreybury,Wyoming,Nauru,82279
Heather,Lester,Sprint,7.827973,50,63.67,88.85,Twitter,2023-06-16 07:55:16,Thomasland,Iowa,Martinique,85736
Christina,Pierce,Sprint,2.361274,81,21.99,108.68,Facebook,2023-09-20 23:12:09,Nicholasbury,Louisiana,Switzerland,94232
Rebecca,Sampson,AT&T,6.875405,84,18.84,217.19,Snapchat,2024-05-14 01:41:38,Port Edward,Indiana,South Georgia and the South Sandwich Islands,1912
Theodore,Davis,Sprint,7.185558,79,96.82,21.33,TikTok,2023-07-18 12:28:53,Port Michaeltown,Kentucky,Lebanon,3572
Susan,Allen,Verizon,8.853754,23,59.65,206.38,Twitter,2023-09-22 17:02:10,New Shaneville,Pennsylvania,Micronesia,46724
Gregory,Williams,Verizon,9.04818,50,94.93,447.31,TikTok,2023-10-23 01:38:55,South Mary,Colorado,Burundi,80116
Richard,Ferguson,T-Mobile,5.418094,41,6.63,181.13,Facebook,2024-05-01 09:55:32,Campbellshire,Delaware,Slovenia,61757
Elizabeth,Baker,Verizon,3.388716,56,79.59,134.92,Facebook,2023-10-22 09:12:10,Donnaview,Georgia,Dominica,41628
Eddie,Miranda,T-Mobile,1.913331,71,72.49,404.63,TikTok,2023-06-17 01:38:12,Nealberg,North Dakota,Egypt,68755
Steven,Monroe,T-Mobile,5.358736,29,95.1,372.45,TikTok,2023-09-10 15:31:40,Valeriemouth,Washington,Armenia,35969
David,Herrera,T-Mobile,6.637505,18,72.26,408.17,Snapchat,2024-05-09 01:45:21,Lisaland,Colorado,Tonga,58912
Scott,Fritz,T-Mobile,4.794186,73,65.1,333.88,Twitter,2023-06-25 06:13:16,Sheilastad,North Dakota,Liberia,65181
Amanda,Stewart,T-Mobile,6.613889,29,68.8,332.17,Snapchat,2024-05-04 09:35:06,Stewartmouth,North Carolina,Guadeloupe,95379
Patrick,Vega,T-Mobile,8.593432,21,78.52,275.0,Instagram,2023-09-01 16:14:11,West Erin,Pennsylvania,Kuwait,70565
Teresa,Mccoy,Verizon,4.945226,80,56.84,176.5,Facebook,2024-02-25 08:09:39,Wallaceshire,New Mexico,Azerbaijan,80011
Maria,Bernard,AT&T,7.432904,34,17.01,294.04,TikTok,2023-09-29 22:49:06,Hopkinsside,New Mexico,Guatemala,41841
Sonia,Bryant,Sprint,2.688718,69,99.59,60.9,YouTube,2023-07-15 21:42:28,Kellymouth,Georgia,Afghanistan,79499
Rebekah,Hall,Sprint,2.970883,75,93.93,84.98,Facebook,2023-08-24 03:14:12,Harrisfurt,Arkansas,Angola,78173
Lee,Bailey,T-Mobile,6.430354,28,86.98,414.3,Facebook,2024-01-05 16:46:50,Holmestown,New Jersey,Hungary,32182
Kristen,Patel,T-Mobile,5.363833,44,84.02,174.68,Twitter,2023-11-03 14:39:34,Lake Kendraton,Vermont,Dominican Republic,66579
Courtney,Duncan,Verizon,4.578823,50,14.6,151.4,YouTube,2023-06-28 18:37:49,Michaelside,Iowa,Guinea,48465
Martin,Pena,AT&T,0.855827,94,74.49,27.61,YouTube,2024-04-28 10:21:04,Lake Kathleenberg,South Carolina,Burkina Faso,15060
Debbie,Roberts,Sprint,5.321997,49,79.54,83.56,TikTok,2024-04-28 15:01:47,Port Cory,North Dakota,Latvia,11067
John,Lee,Sprint,5.310139,77,5.3,88.36,YouTube,2023-12-07 11:18:19,West Mark,New Jersey,Cameroon,61747
Catherine,Russell,AT&T,9.18133,71,12.69,470.07,Instagram,2024-05-14 00:59:17,Lewisville,Michigan,Austria,96783
Leon,Hayes,Verizon,2.833476,88,60.96,173.68,Facebook,2024-05-25 11:42:30,Youngbury,Georgia,Antarctica (the territory South of 60 deg S),53347
Deborah,Jones,AT&T,9.486859,49,94.69,99.96,Facebook,2023-11-30 06:32:22,Tapiaborough,Michigan,Netherlands Antilles,18303
Hannah,Thomas,Sprint,6.61334,95,13.24,133.29,Facebook,2023-07-04 00:05:37,Isaacport,Montana,Turkey,80080
Laura,Brown,T-Mobile,7.04573,73,80.01,82.88,Instagram,2024-02-25 14:47:18,Port Steventon,Oregon,Norfolk Island,41783
Michelle,Wilson,T-Mobile,1.363752,73,62.84,180.66,YouTube,2024-02-20 03:20:57,Adamsmouth,Washington,Georgia,20946
Anita,Williams,Verizon,2.237914,18,56.43,340.64,TikTok,2024-03-31 16:38:03,North Matthewville,Massachusetts,Jamaica,27277
Loretta,Sanford,Sprint,8.263579,26,9.82,87.39,Twitter,2023-06-23 08:51:22,Sherrychester,New Hampshire,Bermuda,18530
Brandon,Santos,T-Mobile,5.339833,99,1.27,480.27,YouTube,2024-03-07 23:03:41,East Jason,Tennessee,Croatia,56664
Allen,Jones,Verizon,0.762744,93,5.29,309.35,Instagram,2023-10-04 03:26:31,Sethborough,Delaware,Sudan,68028
Brett,Phelps,T-Mobile,6.479257,71,42.93,87.04,Twitter,2023-12-13 18:23:39,Robertsonmouth,New Jersey,Montenegro,29268
Alicia,Jensen,AT&T,2.048665,43,42.74,299.59,Instagram,2023-09-17 04:28:27,Fowlerville,Massachusetts,Iceland,20570
Nicholas,Davis,T-Mobile,7.542437,82,81.13,200.09,Twitter,2023-08-22 08:28:46,Adamsfurt,Alabama,North Macedonia,15029
Misty,Chang,Sprint,6.452515,73,39.44,352.99,YouTube,2024-03-31 21:30:41,North Barbarafort,Kansas,Greenland,93467
Anthony,Butler,Sprint,9.996374,46,2.71,22.88,Facebook,2024-03-09 13:10:50,Lake William,Ohio,New Caledonia,73573
Cindy,Montgomery,T-Mobile,3.623345,25,3.62,416.71,Facebook,2024-02-11 22:43:26,Russellberg,Alabama,Costa Rica,62135
Judy,Medina,Sprint,6.140774,88,92.56,493.88,Instagram,2024-04-10 20:45:10,East Markside,New Mexico,Holy See (Vatican City State),92308
Wesley,Dawson,Verizon,3.426414,21,22.61,248.95,Snapchat,2023-08-28 16:50:02,Hopkinsberg,Kansas,Norfolk Island,82782
Bryan,Moore,Sprint,5.325519,90,22.88,427.6,WhatsApp,2024-01-22 06:22:16,North Amy,Maine,Guernsey,19925
Diana,Carlson,T-Mobile,5.415863,33,21.96,296.96,Facebook,2023-11-11 10:46:05,Port Samantha,Virginia,South Africa,63586
Jaclyn,Hull,T-Mobile,1.174569,43,95.38,298.28,WhatsApp,2024-03-13 10:40:44,Ivanview,New Mexico,Hungary,52024
Gina,Williams,Verizon,9.211101,36,5.32,446.59,Facebook,2023-10-04 00:23:31,Port Yvettechester,Nebraska,Luxembourg,18966
Andrew,Arnold,Sprint,7.377111,82,0.86,484.64,Twitter,2023-11-06 01:40:44,Alanmouth,North Carolina,Jordan,96163
Luke,Hoffman,AT&T,1.81778,28,37.92,41.44,Snapchat,2023-08-14 14:40:22,West Christina,Arizona,Belgium,35678
Christina,George,AT&T,1.858669,42,64.47,237.39,YouTube,2023-07-26 23:20:01,Wardview,Washington,Turks and Caicos Islands,79390
Sydney,Yates,Sprint,5.86116,88,19.43,379.74,WhatsApp,2024-04-09 03:48:05,West Michaelfort,Indiana,Switzerland,22755
Lauren,Gonzales,AT&T,7.104868,77,54.39,123.57,Twitter,2024-01-24 04:46:06,South Michaela,Minnesota,Martinique,38610
Lisa,Perez,AT&T,6.03532,68,80.26,204.41,WhatsApp,2023-09-24 06:13:03,Duncantown,Delaware,Myanmar,60648
Gary,Thornton,Verizon,8.092171,36,69.01,307.62,WhatsApp,2024-03-20 12:24:49,Samuelfort,New Jersey,Germany,19393
Joanne,Johnson,T-Mobile,4.922963,98,12.97,227.02,YouTube,2023-08-14 03:35:36,West Anthonyland,Nebraska,Saint Barthelemy,5385
Caleb,Whitaker,AT&T,7.354396,89,28.48,330.49,Facebook,2024-02-22 18:34:56,Port Craig,Virginia,French Southern Territories,46799
William,Butler,Sprint,1.600935,33,97.39,125.82,YouTube,2023-07-21 07:58:06,Matthewchester,Tennessee,Poland,81447
Michael,Sims,Verizon,1.523307,81,92.05,452.94,Facebook,2024-02-14 20:37:14,Mayerside,Oklahoma,Kyrgyz Republic,41286
Timothy,Faulkner,Sprint,7.665814,56,57.03,377.2,Snapchat,2024-04-23 13:09:44,Port Allison,North Carolina,Iceland,74625
Stephen,Watts,Sprint,5.18668,57,43.53,353.81,Facebook,2023-06-14 09:27:48,Hayesberg,Rhode Island,Australia,56156
Jason,Young,AT&T,6.858736,47,35.42,385.27,Instagram,2023-11-14 23:49:37,Ryanfort,North Carolina,Dominican Republic,50520
Brandon,Patel,AT&T,1.00183,26,62.27,239.74,YouTube,2023-09-03 13:34:55,Barrettville,New York,Svalbard & Jan Mayen Islands,30565
Louis,Gregory,AT&T,1.683558,54,12.44,220.35,Twitter,2024-02-23 12:58:07,South Michaelville,New Mexico,Aruba,42317
James,Reed,AT&T,0.69867,92,66.29,59.82,Instagram,2023-06-03 11:22:49,Lake Jacob,Alabama,Cuba,74807
Cynthia,George,T-Mobile,3.537492,23,35.3,468.72,Facebook,2023-05-30 04:31:32,Theresastad,Ohio,Taiwan,45420
Elizabeth,Benjamin,Sprint,2.338268,46,77.35,64.71,Facebook,2023-09-27 23:30:52,Armstrongside,Arizona,Kuwait,81657
Brittany,Ford,AT&T,9.435277,19,46.88,388.9,WhatsApp,2023-09-17 02:15:00,South Beth,Tennessee,Saint Vincent and the Grenadines,49667
Tony,Sheppard,Sprint,0.938642,34,84.74,411.2,WhatsApp,2024-05-20 22:29:23,New Ashley,Idaho,Samoa,61131
Karen,Stewart,Verizon,9.212133,78,91.39,419.15,YouTube,2024-01-13 11:15:13,Taylorborough,Colorado,Mayotte,37765
Susan,Rowe,AT&T,8.103753,79,33.58,225.65,TikTok,2023-11-06 18:07:30,Bakerfurt,Connecticut,Saint Vincent and the Grenadines,91407
Yolanda,Stephenson,Sprint,5.547786,71,27.77,154.91,TikTok,2023-12-30 05:01:47,Michaeltown,Alabama,Swaziland,89810
Charles,Vasquez,AT&T,9.132858,48,70.92,385.74,Facebook,2023-10-16 08:48:41,Andersonhaven,Indiana,Oman,67150
Michelle,Rush,Verizon,6.488462,79,77.35,97.6,WhatsApp,2023-10-22 20:59:45,Port Diane,California,Yemen,98388
Daniel,Sullivan,AT&T,4.521076,68,47.75,216.87,Facebook,2024-03-03 05:16:14,Bennetthaven,Rhode Island,Niue,4454
Joshua,Hart,T-Mobile,5.527722,39,4.32,286.9,Twitter,2024-03-15 12:26:49,South Jonathanfort,Florida,Lao People's Democratic Republic,39405
Jason,Sellers,T-Mobile,4.55841,82,52.08,339.34,YouTube,2023-08-08 21:28:34,East Alyssa,Ohio,Slovakia (Slovak Republic),93187
Ronald,Riley,AT&T,9.822524,67,47.92,325.28,Facebook,2024-05-20 01:59:43,Justinmouth,Maine,Iceland,68451
Karen,Munoz,Sprint,3.491559,77,11.91,243.58,YouTube,2024-01-18 16:07:49,Madisonmouth,Rhode Island,Bouvet Island (Bouvetoya),3063
Heather,Cole,T-Mobile,3.834759,31,82.06,439.3,Facebook,2023-10-12 21:30:42,Port Charles,Connecticut,Georgia,23590
Whitney,Johnson,AT&T,9.334821,49,47.96,91.12,Twitter,2023-07-05 15:35:14,Lake Kathryn,Wisconsin,North Macedonia,11092
Dustin,Smith,AT&T,8.928223,75,11.91,467.55,Facebook,2024-03-05 00:44:33,Gonzalezville,Utah,Mayotte,49621
Sarah,David,AT&T,7.430086,76,46.77,299.54,Twitter,2024-02-16 09:04:58,Kimberlyton,Indiana,Anguilla,27467
Michael,Schultz,AT&T,6.105175,77,85.07,40.02,YouTube,2023-12-29 11:19:01,Timothyfort,Massachusetts,Gambia,14996
Veronica,Middleton,Sprint,0.64049,83,76.22,390.62,TikTok,2023-06-05 04:25:52,Pattymouth,Missouri,Montenegro,84735
Jill,Chase,Verizon,5.568998,51,87.2,104.23,Snapchat,2023-09-07 04:52:04,Kathrynland,Delaware,Congo,21753
Kyle,Anderson,Sprint,1.634578,65,22.9,444.24,Twitter,2023-09-24 05:39:26,Gatesberg,South Dakota,Cuba,84444
Shannon,Mosley,AT&T,9.939771,82,33.12,85.18,TikTok,2023-09-21 15:09:52,East Shirleymouth,California,Korea,68642
Brittany,Walters,T-Mobile,7.664228,87,79.43,346.6,Snapchat,2023-10-29 14:30:41,West Ernestville,Arizona,Tonga,73503
Kelly,Hess,Verizon,3.602627,38,45.92,17.27,WhatsApp,2024-01-04 03:09:01,Ruthmouth,Mississippi,Canada,21632
Samuel,White,AT&T,6.160635,51,71.48,26.43,TikTok,2023-11-19 20:38:58,Watsonside,Illinois,Chad,52375
James,Maxwell,Sprint,5.417242,52,61.35,155.97,Instagram,2024-02-11 04:06:12,Blackburgh,Alaska,Wallis and Futuna,72238
Trevor,Cook,Sprint,4.916351,50,85.49,383.63,TikTok,2024-03-31 05:56:48,Allenbury,Utah,Jamaica,18854
Tom,Walker,AT&T,7.023763,100,0.75,52.22,Instagram,2023-08-20 17:34:16,Lake Melissa,North Carolina,Kenya,68995
Don,Newton,AT&T,0.55445,60,70.05,343.89,YouTube,2023-10-20 16:21:42,Rachaelbury,Ohio,British Indian Ocean Territory (Chagos Archipelago),54550
Peter,Hurst,Sprint,6.022306,41,52.03,66.99,Snapchat,2024-02-05 17:07:29,East Jamesberg,Connecticut,Slovakia (Slovak Republic),46354
Connie,Brooks,AT&T,1.514341,22,14.48,277.34,TikTok,2023-06-18 04:56:37,Mariamouth,Georgia,Palestinian Territory,31190
Arthur,Benjamin,AT&T,6.949696,41,56.23,226.82,Snapchat,2023-08-28 15:44:33,Port Nathan,Nebraska,Nigeria,96948
Robin,Allen,Sprint,9.731209,86,79.25,437.76,Twitter,2024-04-25 09:40:35,West Mackenziemouth,Missouri,Zimbabwe,22366
Elaine,Cox,Verizon,2.857662,71,22.32,145.72,YouTube,2023-11-02 18:48:19,Gonzalezton,Mississippi,Maldives,76998
Christina,Oliver,AT&T,6.988005,86,12.66,207.27,Snapchat,2023-10-29 00:41:41,Alecfort,Utah,Gambia,23198
Theresa,Martin,T-Mobile,2.949069,69,14.52,296.39,Instagram,2024-05-20 20:56:06,Lake Mitchellborough,Louisiana,Ukraine,97644
Jonathan,Walker,Sprint,6.165001,66,19.39,363.32,YouTube,2023-11-08 02:16:07,Andrewburgh,Alabama,United States of America,99287
Ronald,Walker,Sprint,5.719846,21,55.19,205.69,Snapchat,2023-06-09 12:42:46,Lake Ebonyfort,Montana,Austria,60058
Joseph,Landry,Verizon,3.823835,72,28.8,3.88,WhatsApp,2024-02-20 00:55:02,New Kristina,Alaska,Sierra Leone,16902
Kelly,Elliott,AT&T,4.473436,83,95.41,148.2,TikTok,2023-07-17 19:25:50,South Michaelburgh,Missouri,Myanmar,64742
Joseph,Villegas,Sprint,0.789583,57,18.59,353.0,Facebook,2024-03-08 20:11:06,Donnashire,Wyoming,Cayman Islands,71363
Diana,Flowers,Verizon,7.727649,75,5.58,131.72,Snapchat,2024-02-05 02:43:29,Edwinfort,Alaska,French Polynesia,766
Michelle,Sutton,AT&T,0.760979,24,69.2,428.34,Instagram,2023-10-20 17:15:12,Port Danielle,Arkansas,Palestinian Territory,61491
Sabrina,Hall,T-Mobile,7.741796,60,91.44,278.71,Snapchat,2023-08-25 12:42:25,East Kimland,Oregon,Lesotho,12322
